source,target,value,level
Scale (ratio),Topic model,1,2
Scale (ratio),Statistical model,1,2
Polygon mesh,Focus (optics),1,2
Point cloud,Focus (optics),1,2
Visualization,Level of detail,1,2
Point (geometry),Level of detail,1,2
Smoothness,Boundary (topology),1,2
Tetrahedron,Attenuation,1,2
Analytics,Boundary (topology),1,2
Analytics,Smoothness,1,2
Cluster analysis,Smoothness,1,2
Scalability,Time series,1,2
Quality (philosophy),Water resources,1,2
Industrialisation,Water resources,1,2
Industrialisation,Quality (philosophy),1,2
Agriculture,Water resources,1,2
Agriculture,Quality (philosophy),1,2
Agriculture,Industrialisation,1,2
Point cloud,Level of detail,1,2
Opacity,Scalar field,1,2
Dimensionality reduction,Segmentation,1,2
Negotiation,Creativity,1,2
Scaling,Opacity,1,2
Abstraction,Probabilistic logic,1,2
Abstraction,Topic model,1,2
Abstraction,Statistical model,1,2
Abstraction,Metadata,1,2
Abstraction,Word (group theory),1,2
Focus (optics),Semantic data model,1,2
Scalability,Semantic data model,1,2
Spatialization,Semantic data model,1,2
Scaling,Scalar field,1,2
Spatialization,Scalability,1,2
Pipeline (software),Semantic data model,1,2
Pipeline (software),Spatialization,1,2
Visualization,Semantic data model,1,2
Focus (optics),Level of detail,1,2
Variety (cybernetics),Parsing,1,2
Variety (cybernetics),Social media,1,2
Parsing,Analytics,1,2
Activity recognition,Analytics,1,2
Variety (cybernetics),Function (biology),1,2
Display device,Function (biology),1,2
Display device,Variety (cybernetics),1,2
Display device,Key (lock),1,2
Information display,Function (biology),1,2
Information display,Variety (cybernetics),1,2
Projection (relational algebra),Computer graphics,1,2
Information display,Key (lock),1,2
Information display,Display device,1,2
Projection (relational algebra),Motion (physics),1,2
Visualization,Information display,1,2
Scripting language,Set (abstract data type),1,2
Scripting language,Software deployment,1,2
Discoverability,Set (abstract data type),1,2
Discoverability,Software deployment,1,2
Visualization,Activity recognition,1,2
Activity recognition,Quality (philosophy),1,2
Visualization,Discoverability,1,2
Component (thermodynamics),Big data,1,2
DECIPHER,Public transport,1,2
Big data,Transportation planning,1,2
Big data,Database transaction,1,2
Big data,Classifier (UML),1,2
Big data,Smart card,1,2
Big data,Public transport,1,2
Big data,DECIPHER,1,2
Component (thermodynamics),Transportation planning,1,2
Haptic technology,Motion (physics),1,2
Component (thermodynamics),Database transaction,1,2
Component (thermodynamics),Classifier (UML),1,2
Component (thermodynamics),Smart card,1,2
Component (thermodynamics),Public transport,1,2
Component (thermodynamics),DECIPHER,1,2
Projection (relational algebra),Exploit,1,2
Discoverability,Scripting language,1,2
Workflow,Discoverability,1,2
Parsing,Social media,1,2
Visualization,Boredom,1,2
Style (visual arts),Social media,1,2
Style (visual arts),Sentiment analysis,1,2
Style (visual arts),Boredom,1,2
Style (visual arts),Timeline,1,2
Exhibition,Process (computing),1,2
Style (visual arts),Emotion classification,1,2
Exploit,Motion (physics),1,2
Emotional expression,Social media,1,2
Emotional expression,Sentiment analysis,1,2
Computer graphics,Motion (physics),1,2
Emotional expression,Boredom,1,2
Emotional expression,Timeline,1,2
Emotional expression,Emotion classification,1,2
Emotional expression,Visualization,1,2
Emotional expression,Style (visual arts),1,2
Visualization,Emotion classification,1,2
Emotion classification,Timeline,1,2
Curse of dimensionality,Workflow,1,2
Emotion classification,Boredom,1,2
Predictive analytics,Scalability,1,2
Predictive analytics,Workflow,1,2
Predictive analytics,Curse of dimensionality,1,2
Sensemaking,Usability,1,2
Graph theory,Set (abstract data type),1,2
Surface (topology),Exploit,1,2
Wavelet,Graph,1,2
Wavelet,Graph theory,1,2
Causal structure,Granger causality,1,2
Boredom,Social media,1,2
Boredom,Sentiment analysis,1,2
Timeline,Sentiment analysis,1,2
Timeline,Boredom,1,2
Emotion classification,Social media,1,2
Emotion classification,Sentiment analysis,1,2
Water quality,Water resources,1,2
Water quality,Industrialisation,1,2
Sensemaking,Resolution (logic),1,2
Relevance (law),Heuristic,1,2
Tree traversal,Path (computing),1,2
Voxel,Workflow,1,2
Voxel,Neuroimaging,1,2
Voxel,Modalities,1,2
Context (archaeology),Heuristic,1,2
Classifier (UML),Heuristic,1,2
Scalability,Classifier (UML),1,2
Relevance (law),Classifier (UML),1,2
Water quality,Agriculture,1,2
Relevance (law),Scalability,1,2
Task (project management),Adversary,1,2
Radio frequency,Adversary,1,2
Radio frequency,Task (project management),1,2
SIGNAL (programming language),Adversary,1,2
SIGNAL (programming language),Task (project management),1,2
Transfer function,Path (computing),1,2
Voxel,Sensor fusion,1,2
Tree traversal,Transfer function,1,2
Voxel,Modality (human–computer interaction),1,2
Voxel,Magnetic resonance imaging,1,2
Neuroimaging,Magnetic resonance imaging,1,2
Neuroimaging,Modality (human–computer interaction),1,2
Frame rate,Polygon mesh,1,2
Computational fluid dynamics,Polygon mesh,1,2
Neuroimaging,Sensor fusion,1,2
Tetrahedron,Curvilinear coordinates,1,2
Neuroimaging,Workflow,1,2
Spline (mechanical),Smoothing,1,2
Spurious relationship,Granger causality,1,2
Modalities,Magnetic resonance imaging,1,2
Smoothing,Wavelet,1,2
Parsing,Space (punctuation),1,2
Modalities,Positron emission tomography,1,2
Modalities,Sensor fusion,1,2
Modalities,Neuroimaging,1,2
Path (computing),Rendering (computer graphics),1,2
Modular design,Analytics,1,2
Modular design,Feature (linguistics),1,2
Categorization,Scale (ratio),1,2
Software,Relational database,1,2
Categorization,Visualization,1,2
Image stitching,Analytics,1,2
Image stitching,Process (computing),1,2
Task (project management),Image stitching,1,2
Sample (material),Graph,1,2
Sample (material),Scalability,1,2
Matching (statistics),Image stitching,1,2
Matching (statistics),Task (project management),1,2
Resolution (logic),Embodied cognition,1,2
Sample (material),Relational database,1,2
Scalability,Relational database,1,2
Perspective (graphical),Embodied cognition,1,2
Perspective (graphical),Resolution (logic),1,2
Sensemaking,Embodied cognition,1,2
Software,Sample (material),1,2
Magnification,Lens (geology),1,2
Pipeline (software),Feature (linguistics),1,2
Feature extraction,Point (geometry),1,2
Event (particle physics),Feature (linguistics),1,2
Event (particle physics),Modular design,1,2
Clipping (morphology),Focus (optics),1,2
Clipping (morphology),Magnification,1,2
Clipping (morphology),Lens (geology),1,2
Negotiation,Sculpture,1,2
Point (geometry),Modular design,1,2
Volume (thermodynamics),Magnification,1,2
Feature extraction,Analytics,1,2
Volume (thermodynamics),Lens (geology),1,2
Feature extraction,Modular design,1,2
Feature extraction,Pipeline (software),1,2
Feature extraction,Event (particle physics),1,2
Rendering (computer graphics),Lens (geology),1,2
Feature extraction,Task (project management),1,2
Neuroimaging,Medical imaging,1,2
Workflow,Sensor fusion,1,2
Workflow,Positron emission tomography,1,2
Polygon mesh,Attenuation,1,2
Attenuation,Grid,1,2
Sketch,Traffic flow (computer networking),1,2
Sketch,Global Positioning System,1,2
Iterative reconstruction,Kernel (algebra),1,2
Hash function,Traffic flow (computer networking),1,2
Hash function,Global Positioning System,1,2
Hash function,Sketch,1,2
Trajectory,Traffic flow (computer networking),1,2
Trajectory,Sketch,1,2
Trajectory,Hash function,1,2
Directed acyclic graph,Amino acid,1,2
Visualization,Amino acid,1,2
Anomaly detection,Data type,1,2
Anomaly detection,Variety (cybernetics),1,2
Set (abstract data type),Scope (computer science),1,2
Domain (mathematical analysis),Traffic flow (computer networking),1,2
Global Positioning System,Traffic flow (computer networking),1,2
Raw data,Scope (computer science),1,2
Big data,Event (particle physics),1,2
Visualization,Water resources,1,2
Visualization,Industrialisation,1,2
Visualization,Agriculture,1,2
Visualization,Water quality,1,2
Logging,The Internet,1,2
Logging,Focus (optics),1,2
Scale (ratio),Logging,1,2
Visualization,Logging,1,2
Event (particle physics),The Internet,1,2
Event (particle physics),Logging,1,2
Barycentric coordinate system,Rendering (computer graphics),1,2
Big data,The Internet,1,2
Big data,Focus (optics),1,2
Big data,Logging,1,2
Barycentric coordinate system,Attenuation,1,2
Pixel,Scope (computer science),1,2
Raw data,Pixel,1,2
Workflow,Modality (human–computer interaction),1,2
Kernel (algebra),Preprocessor,1,2
Gaussian,Deconvolution,1,2
Gaussian,Grid,1,2
Gaussian,Preprocessor,1,2
Sensor fusion,Medical imaging,1,2
Sensor fusion,Magnetic resonance imaging,1,2
Sensor fusion,Modality (human–computer interaction),1,2
Deconvolution,Grid,1,2
Deconvolution,Preprocessor,1,2
Grid,Preprocessor,1,2
Graphics,Quantum dot,1,2
Rendering (computer graphics),Quantum dot,1,2
Sensor fusion,Positron emission tomography,1,2
Graph,Granger causality,1,2
Frame rate,Computational fluid dynamics,1,2
Workflow,Magnetic resonance imaging,1,2
Positron emission tomography,Modality (human–computer interaction),1,2
Kernel (algebra),Deconvolution,1,2
Point (geometry),Scope (computer science),1,2
Kernel (algebra),Gaussian,1,2
Iterative reconstruction,Gaussian,1,2
Point (geometry),Raw data,1,2
Weaving,Scope (computer science),1,2
Weaving,Set (abstract data type),1,2
Weaving,Pixel,1,2
Weaving,Process (computing),1,2
Weaving,Raw data,1,2
Weaving,Point (geometry),1,2
Data analysis,Task (project management),1,2
Visualization,Data analysis,1,2
Iterative reconstruction,Deconvolution,1,2
Iterative reconstruction,Grid,1,2
Modality (human–computer interaction),Magnetic resonance imaging,1,2
Iterative reconstruction,Preprocessor,1,2
Positron emission tomography,Magnetic resonance imaging,1,2
Relevance (law),Snippet,1,2
Betti number,Topology (electrical circuits),1,2
Tracing,Set (abstract data type),1,2
Control (management),Testbed,1,2
Control (management),Visualization,1,2
Plan (archaeology),Flight plan,1,2
Plan (archaeology),Air traffic control,1,2
Section (typography),Planar,1,2
Plan (archaeology),Conflict resolution,1,2
Plan (archaeology),Testbed,1,2
Plan (archaeology),Perspective (graphical),1,2
Visualization,Improvisation,1,2
Section (typography),Flattening,1,2
Workload,Salient,1,2
Plan (archaeology),Control (management),1,2
Visualization,Online discussion,1,2
Flexibility (engineering),Flight plan,1,2
Flexibility (engineering),Air traffic control,1,2
Flexibility (engineering),Conflict resolution,1,2
Control (management),Perspective (graphical),1,2
Control (management),Conflict resolution,1,2
Flexibility (engineering),Perspective (graphical),1,2
Control (management),Air traffic control,1,2
Testbed,Flight plan,1,2
Testbed,Air traffic control,1,2
Volume (thermodynamics),Section (typography),1,2
Testbed,Conflict resolution,1,2
Perspective (graphical),Flight plan,1,2
Perspective (graphical),Air traffic control,1,2
Volume (thermodynamics),Planar,1,2
Perspective (graphical),Conflict resolution,1,2
Perspective (graphical),Testbed,1,2
Visualization,Flight plan,1,2
Personal life,Reflection (computer programming),1,2
Visualization,Conflict resolution,1,2
Big data,Thematic map,1,2
Volume (thermodynamics),Flattening,1,2
Control (management),Flight plan,1,2
Flexibility (engineering),Testbed,1,2
Flexibility (engineering),Control (management),1,2
Big data,Selection (genetic algorithm),1,2
Salient,Merge (version control),1,2
Variety (cybernetics),GRASP,1,2
Programmer,GRASP,1,2
Big data,Cluster analysis,1,2
Programmer,Debugging,1,2
Software,GRASP,1,2
Software,Programmer,1,2
Computational fluid dynamics,Solver,1,2
Grid,Solver,1,2
Grid,Computational fluid dynamics,1,2
Velocity vector,Flow (mathematics),1,2
Velocity vector,Vector field,1,2
Narrative,Session (web analytics),1,2
Lumen (anatomy),Spiral (railway),1,2
Scale (ratio),Vector field,1,2
Big data,Volume (thermodynamics),1,2
Debugging,GRASP,1,2
Visualization,Virtual Laboratory,1,2
Flexibility (engineering),Plan (archaeology),1,2
Visualization,Physics education,1,2
Design tool,Function (biology),1,2
Design tool,Set (abstract data type),1,2
Visualization,Design tool,1,2
Conceptual design,Function (biology),1,2
Conceptual design,Set (abstract data type),1,2
Conceptual design,Design tool,1,2
Conceptual design,Visualization,1,2
Physics education,Virtual reality,1,2
Interactivity,Physics education,1,2
Field (mathematics),Physics education,1,2
Virtual Laboratory,Virtual reality,1,2
Workload,Merge (version control),1,2
Virtual Laboratory,Physics education,1,2
Virtual Laboratory,Interactivity,1,2
Virtual Laboratory,Field (mathematics),1,2
Conflict resolution,Air traffic control,1,2
Conflict resolution,Flight plan,1,2
Air traffic control,Flight plan,1,2
Trajectory,Planar,1,2
Subject (documents),Coding (social sciences),1,2
Hypertext,Focus (optics),1,2
Hypertext,Domain (mathematical analysis),1,2
Big data,Personal life,1,2
Hypertext,Field (mathematics),1,2
Hypertext,Coding (social sciences),1,2
Hypertext,Subject (documents),1,2
Pipeline transport,Seabed,1,2
Field (mathematics),Seabed,1,2
Trajectory,Flattening,1,2
Field (mathematics),Pipeline transport,1,2
Pipeline (software),Seabed,1,2
Bathymetry,Seabed,1,2
Bathymetry,Pipeline transport,1,2
Bathymetry,Field (mathematics),1,2
Subject (documents),Field (mathematics),1,2
Subject (documents),Focus (optics),1,2
Visualization,Personal life,1,2
Coding (social sciences),Field (mathematics),1,2
Visualization,Telecommunications network,1,2
Trajectory,Section (typography),1,2
Service (business),The Internet,1,2
Service (business),Network topology,1,2
Service (business),Swift,1,2
Service (business),Telecommunications network,1,2
Currency,Construct (python library),1,2
Variety (cybernetics),Currency,1,2
Process (computing),Currency,1,2
Visualization,Currency,1,2
Foreign exchange,Construct (python library),1,2
Foreign exchange,Currency,1,2
Foreign exchange,Variety (cybernetics),1,2
Foreign exchange,Process (computing),1,2
Foreign exchange,Visualization,1,2
Bathymetry,Pipeline (software),1,2
Bathymetry,Visualization,1,2
Underwater,Seabed,1,2
Underwater,Pipeline transport,1,2
Merge (version control),Geographic information system,1,2
Geospatial analysis,Situation awareness,1,2
Geospatial analysis,Perception,1,2
Geospatial analysis,Geographic information system,1,2
Geospatial analysis,Merge (version control),1,2
Terrain,Situation awareness,1,2
Terrain,Merge (version control),1,2
Terrain,Generality,1,2
Terrain,Interactivity,1,2
Terrain,Scalability,1,2
Paging,Generality,1,2
Paging,Interactivity,1,2
Paging,Scalability,1,2
Paging,Terrain,1,2
Surface (topology),Flattening,1,2
Merge (version control),Situation awareness,1,2
Presentation (obstetrics),Asynchronous communication,1,2
Rendering (computer graphics),Situation awareness,1,2
Cross section (physics),Section (typography),1,2
Underwater,Pipeline (software),1,2
Big data,Reflection (computer programming),1,2
Underwater,Bathymetry,1,2
Cross section (physics),Surface (topology),1,2
Cross section (physics),Volume (thermodynamics),1,2
Sonar,Pipeline transport,1,2
Cross section (physics),Planar,1,2
Geographic information system,Perception,1,2
Cross section (physics),Flattening,1,2
Sonar,Field (mathematics),1,2
Surface (topology),Section (typography),1,2
Sonar,Pipeline (software),1,2
Sonar,Bathymetry,1,2
Geographic information system,Situation awareness,1,2
Scale (ratio),Velocity vector,1,2
Visualization,Velocity vector,1,2
Tangent,Displacement (psychology),1,2
Duality (order theory),Set (abstract data type),1,2
Enhanced Data Rates for GSM Evolution,Surface (topology),1,2
Pipeline (software),Topological conjugacy,1,2
Enhanced Data Rates for GSM Evolution,Sample (material),1,2
Data compression,Compact space,1,2
Topology (electrical circuits),Compact space,1,2
Social media,Cluster analysis,1,2
Social media,Volume (thermodynamics),1,2
Pipeline (software),Computational geometry,1,2
Compression (physics),Compact space,1,2
Polygon mesh,Compact space,1,2
Encoding (memory),Compact space,1,2
Flexibility (engineering),Compact space,1,2
Flexibility (engineering),Data compression,1,2
Flexibility (engineering),Topology (electrical circuits),1,2
Flexibility (engineering),Compression (physics),1,2
Sample (material),Surface (topology),1,2
Triangulation,Boundary (topology),1,2
Flexibility (engineering),Polygon mesh,1,2
Graphics,Topological conjugacy,1,2
Compressibility,Painting,1,2
Compressibility,Fluid mechanics,1,2
Compressibility,Section (typography),1,2
Surface (topology),Gaussian,1,2
Image (mathematics),Tensor (intrinsic definition),1,2
Image (mathematics),Flow (mathematics),1,2
Image (mathematics),Turbulence,1,2
Image (mathematics),Painting,1,2
Image (mathematics),Fluid mechanics,1,2
Duality (order theory),Dual (grammatical number),1,2
Image (mathematics),Section (typography),1,2
Voxel,Topological conjugacy,1,2
Image (mathematics),Compressibility,1,2
Delaunay triangulation,Boundary (topology),1,2
Voxel,Computational geometry,1,2
Social media,Selection (genetic algorithm),1,2
Scheme (mathematics),Compact space,1,2
Lumen (anatomy),Flattening,1,2
Principal component analysis,Identification (biology),1,2
Social media,Preprocessor,1,2
Cracking,Visualization,1,2
Bar chart,Space (punctuation),1,2
Cracking,Terrain,1,2
Haar measure,Piecewise,1,2
Wavelet,Haar measure,1,2
Orthogonality,Piecewise,1,2
Orthogonality,Haar measure,1,2
Network topology,Space (punctuation),1,2
Orthogonality,Wavelet,1,2
Measure (data warehouse),Piecewise,1,2
Measure (data warehouse),Haar measure,1,2
Network topology,Bar chart,1,2
Measure (data warehouse),Orthogonality,1,2
Scalar (mathematics),Gravitational singularity,1,2
Cracking,Rendering (computer graphics),1,2
Volume (thermodynamics),Simple (philosophy),1,2
Scheme (mathematics),Data compression,1,2
Cracking,Context (archaeology),1,2
Scheme (mathematics),Compression (physics),1,2
Scheme (mathematics),Encoding (memory),1,2
Scheme (mathematics),Flexibility (engineering),1,2
Binary logarithm,Compression (physics),1,2
Binary logarithm,Polygon mesh,1,2
Visualization,Duality (order theory),1,2
Binary logarithm,Tetrahedron,1,2
Terrain,Image resolution,1,2
Rendering (computer graphics),Image resolution,1,2
Sprite (computer graphics),Image resolution,1,2
Sprite (computer graphics),Terrain,1,2
Sprite (computer graphics),Rendering (computer graphics),1,2
Visualization,Topological conjugacy,1,2
Volume (thermodynamics),Topological conjugacy,1,2
Cracking,Computer graphics,1,2
Compressibility,Turbulence,1,2
Compressibility,Tensor (intrinsic definition),1,2
Section (typography),Fluid mechanics,1,2
Conformational change,Process (computing),1,2
Conformational change,Substrate (aquarium),1,2
Scanner,Exploit,1,2
Narrative,Online discussion,1,2
Rendering (computer graphics),Scanner,1,2
Surgical planning,Workstation,1,2
Scanner,Workstation,1,2
Narrative,Asynchronous communication,1,2
Scanner,Surgical planning,1,2
Visualization,Polytope,1,2
Blood vessel,Segmentation,1,2
Set (abstract data type),Polytope,1,2
Narrative,Presentation (obstetrics),1,2
CLIPS,Segmentation,1,2
CLIPS,Blood vessel,1,2
Tree (set theory),Blood vessel,1,2
Conformational change,Animation,1,2
Conformational change,Mechanism (biology),1,2
Section (typography),Painting,1,2
Software,Polytope,1,2
Vortex,Velocity vector,1,2
Vortex,Scale (ratio),1,2
Mechanism (biology),Receptor,1,2
Process (computing),Receptor,1,2
Process (computing),Mechanism (biology),1,2
Animation,Receptor,1,2
Narrative,Improvisation,1,2
Animation,Mechanism (biology),1,2
Substrate (aquarium),Receptor,1,2
Substrate (aquarium),Mechanism (biology),1,2
Substrate (aquarium),Process (computing),1,2
Substrate (aquarium),Animation,1,2
Spiral (railway),Planar,1,2
Conformational change,Receptor,1,2
Spiral (railway),Flattening,1,2
Tree (set theory),CLIPS,1,2
Limit (mathematics),Segmentation,1,2
Limit (mathematics),Blood vessel,1,2
Limit (mathematics),CLIPS,1,2
"Streamlines, streaklines, and pathlines",Speedup,1,2
"Streamlines, streaklines, and pathlines",Pixel,1,2
Turbulence,Tensor (intrinsic definition),1,2
Social media,Thematic map,1,2
Painting,Tensor (intrinsic definition),1,2
Painting,Flow (mathematics),1,2
Social media,Visualization,1,2
Painting,Turbulence,1,2
Fluid mechanics,Tensor (intrinsic definition),1,2
Fluid mechanics,Turbulence,1,2
Fluid mechanics,Painting,1,2
Section (typography),Tensor (intrinsic definition),1,2
Section (typography),Flow (mathematics),1,2
Section (typography),Turbulence,1,2
Set (abstract data type),Dual (grammatical number),1,2
Pixel,Speedup,1,2
Pixel,Animation,1,2
Speedup,Animation,1,2
Curvature,Smoothing,1,2
Limit (mathematics),Tree (set theory),1,2
Modular design,Grid,1,2
Projection (relational algebra),Modular design,1,2
Tree traversal,Modular design,1,2
Speedup,Locality,1,2
Polytope,Table (database),1,2
Curvature,Surface (topology),1,2
Smoothing,Gaussian,1,2
Tree traversal,Speedup,1,2
Consistency (knowledge bases),Flow (mathematics),1,2
Curvature,Gaussian,1,2
Big data,Preprocessor,1,2
Topology (electrical circuits),Consistency (knowledge bases),1,2
Field (mathematics),Consistency (knowledge bases),1,2
Visualization,Swift,1,2
Scale (ratio),Telecommunications network,1,2
Scale (ratio),Swift,1,2
Critical point (mathematics),"Streamlines, streaklines, and pathlines",1,2
Hydrostatic equilibrium,Flow (mathematics),1,2
Point (geometry),Classification of discontinuities,1,2
Surface (topology),Thermocline,1,2
Seeding,Field (mathematics),1,2
Seeding,Classification of discontinuities,1,2
Surface (topology),Advection,1,2
Thermocline,Advection,1,2
Visualization,Automotive engine,1,2
Seeding,Critical point (mathematics),1,2
Online discussion,Improvisation,1,2
Advection,Coherence (philosophical gambling strategy),1,2
Visualization,Coherence (philosophical gambling strategy),1,2
Cluster analysis,Raw data,1,2
Locality,Imaging phantom,1,2
Regular polygon,Imaging phantom,1,2
Hydrostatic equilibrium,Advection,1,2
Hydrostatic equilibrium,Thermocline,1,2
Thermocline,Flow (mathematics),1,2
Hydrostatic equilibrium,Surface (topology),1,2
Voxel,Component (thermodynamics),1,2
Improvisation,Session (web analytics),1,2
Sensory cue,Object (grammar),1,2
Perspective (graphical),Metric (unit),1,2
Online discussion,Session (web analytics),1,2
Projection (relational algebra),Metric (unit),1,2
Ocean current,Thermocline,1,2
Ocean current,Advection,1,2
Image (mathematics),Projection (relational algebra),1,2
Matching (statistics),Perspective (graphical),1,2
Matching (statistics),Projection (relational algebra),1,2
Matching (statistics),Image (mathematics),1,2
Critical point (mathematics),Flow (mathematics),1,2
Ocean current,Flow (mathematics),1,2
Critical point (mathematics),Classification of discontinuities,1,2
Cluster analysis,Automotive engine,1,2
Terrain,Weather forecasting,1,2
Scale (ratio),Network topology,1,2
Computation,Regular polygon,1,2
Computation,Contact force,1,2
Computation,Degree (music),1,2
Haptic technology,Imaging phantom,1,2
Haptic technology,Locality,1,2
Haptic technology,Regular polygon,1,2
Haptic technology,Geometric modeling,1,2
Haptic technology,Contact force,1,2
Cluster analysis,Automotive industry,1,2
Haptic technology,Degree (music),1,2
Asynchronous communication,Session (web analytics),1,2
Context (archaeology),Weather forecasting,1,2
Object (grammar),Imaging phantom,1,2
Object (grammar),Locality,1,2
Object (grammar),Regular polygon,1,2
Raw data,Field (mathematics),1,2
Computation,Geometric modeling,1,2
Computation,Locality,1,2
Regular polygon,Locality,1,2
Radar,Atmospheric model,1,2
Geometric modeling,Imaging phantom,1,2
Geometric modeling,Locality,1,2
Geometric modeling,Regular polygon,1,2
Contact force,Imaging phantom,1,2
Contact force,Locality,1,2
Contact force,Regular polygon,1,2
Terrain,Atmospheric model,1,2
Contact force,Geometric modeling,1,2
Degree (music),Imaging phantom,1,2
Degree (music),Locality,1,2
Degree (music),Regular polygon,1,2
Degree (music),Geometric modeling,1,2
Radar,Weather forecasting,1,2
Degree (music),Contact force,1,2
Computation,Imaging phantom,1,2
Voxel,Basis (linear algebra),1,2
Voxel,Sample (material),1,2
Component (thermodynamics),Artificial neural network,1,2
Visualization,Diel vertical migration,1,2
Draft tube,Turbine,1,2
Undo,Triangulation,1,2
Scalar (mathematics),Rope,1,2
Diel vertical migration,Dataflow,1,2
Dimension (graph theory),Triangulation,1,2
Dimension (graph theory),Undo,1,2
Frame rate,Image warping,1,2
Scalar (mathematics),Turbine,1,2
Offset (computer science),Frame rate,1,2
Vortex,Rope,1,2
Frequency domain,Image warping,1,2
Diel vertical migration,Asynchronous communication,1,2
Frequency domain,Pixel,1,2
Dataflow,Asynchronous communication,1,2
Usability,Automotive engine,1,2
Ground truth,Joint probability distribution,1,2
Undo,Animation,1,2
Component (thermodynamics),Basis (linear algebra),1,2
Triangulation,Animation,1,2
Spare part,Design strategy,1,2
Spare part,Sketch,1,2
Planar,Colored,1,2
Rendering (computer graphics),Colored,1,2
Draft tube,Scalar (mathematics),1,2
Surface (topology),Colored,1,2
Tracing,Colored,1,2
Draft tube,Vortex,1,2
Tracing,Planar,1,2
Tracing,Surface (topology),1,2
Surface (topology),Solver,1,2
Topology (electrical circuits),Solver,1,2
Draft tube,Visualization,1,2
Draft tube,Rope,1,2
Draft tube,Computational fluid dynamics,1,2
Visualization,Rope,1,2
Frequency domain,Rendering (computer graphics),1,2
Image resolution,Image warping,1,2
Image resolution,Frequency domain,1,2
Visualization,Inkwell,1,2
Overlay,Set (abstract data type),1,2
Sample (material),Set (abstract data type),1,2
Sample (material),Volume (thermodynamics),1,2
Data set,Sample (material),1,2
Basis (linear algebra),Volume (thermodynamics),1,2
Basis (linear algebra),Sample (material),1,2
Basis (linear algebra),Data set,1,2
Ocean current,Surface (topology),1,2
Artificial neural network,Sample (material),1,2
Artificial neural network,Basis (linear algebra),1,2
Component (thermodynamics),Pattern recognition (psychology),1,2
Component (thermodynamics),Volume (thermodynamics),1,2
Component (thermodynamics),Sample (material),1,2
Component (thermodynamics),Data set,1,2
Ground truth,Embedding,1,2
Rendering (computer graphics),Inkwell,1,2
Ocean current,Hydrostatic equilibrium,1,2
Texture mapping,Terrain,1,2
Rope,Computational fluid dynamics,1,2
Ground truth,Joint (building),1,2
Texture mapping,Magnification,1,2
Image resolution,Animation,1,2
Image resolution,Terrain,1,2
Texture mapping,Animation,1,2
Rope,Turbine,1,2
Texture mapping,Software,1,2
Usability,Automotive industry,1,2
Ground truth,Divergence (linguistics),1,2
Computational fluid dynamics,Turbine,1,2
Texture mapping,Image resolution,1,2
Pipeline (software),Software,1,2
Rendering (computer graphics),Pipeline (software),1,2
Object (grammar),Contact force,1,2
Object (grammar),Degree (music),1,2
Asynchronous communication,Improvisation,1,2
Image (mathematics),Watershed,1,2
Automotive engine,Analytics,1,2
Polygon mesh,Gauss,1,2
Object (grammar),Region of interest,1,2
Object (grammar),Watershed,1,2
Polygon mesh,Gauss map,1,2
Presentation (obstetrics),Improvisation,1,2
Object (grammar),Image (mathematics),1,2
Surface (topology),Gauss,1,2
Task (project management),Region of interest,1,2
Task (project management),Watershed,1,2
Task (project management),Object (grammar),1,2
Surface (topology),Gauss map,1,2
Superposition principle,Variety (cybernetics),1,2
Curvature,Gauss,1,2
Visualization,Superposition principle,1,2
Image (mathematics),Volume (thermodynamics),1,2
Image (mathematics),Region of interest,1,2
Notation,Reuse,1,2
Volume (thermodynamics),Watershed,1,2
Visualization,Gauss map,1,2
Notation,Construct (python library),1,2
Orientation (vector space),Preprocessor,1,2
Rendering (computer graphics),Intersection (aeronautics),1,2
Pattern recognition (psychology),Intersection (aeronautics),1,2
Pattern recognition (psychology),Rendering (computer graphics),1,2
Automotive engine,Process (computing),1,2
Segmentation,Intersection (aeronautics),1,2
Octree,Computer graphics,1,2
Frame rate,Octree,1,2
Graphics,Octree,1,2
Projection (relational algebra),Curvature,1,2
Projection (relational algebra),Gauss,1,2
Projection (relational algebra),Gauss map,1,2
Watershed,Region of interest,1,2
Curvature,Gauss map,1,2
Workstation,Frame rate,1,2
Automotive industry,Analytics,1,2
Informatics,Big data,1,2
Transfer function,Topology (electrical circuits),1,2
Transfer function,Graph,1,2
Transfer function,Field (mathematics),1,2
Trajectory,Cross section (physics),1,2
Transfer function,Computation,1,2
Null (SQL),Visualization,1,2
Informatics,Personal life,1,2
Network topology,The Internet,1,2
Swift,The Internet,1,2
Swift,Network topology,1,2
Telecommunications network,The Internet,1,2
Informatics,Reflection (computer programming),1,2
Trajectory,Surface (topology),1,2
Telecommunications network,Network topology,1,2
Telecommunications network,Swift,1,2
Field (mathematics),Graph,1,2
Frame (networking),Graphics,1,2
Frame (networking),Filter (signal processing),1,2
Presentation (obstetrics),Online discussion,1,2
Feature (linguistics),Frame rate,1,2
Feature (linguistics),Workstation,1,2
Process (computing),Frame rate,1,2
Stereo camera,Perception,1,2
Filter (signal processing),Frame rate,1,2
Filter (signal processing),Workstation,1,2
Stereo camera,Stereopsis,1,2
Frame (networking),Process (computing),1,2
Software,Frame rate,1,2
Software,Feature (linguistics),1,2
Software,Filter (signal processing),1,2
Software,Volume (thermodynamics),1,2
Graphics,Filter (signal processing),1,2
