Year,DOI,Title,Number of Authors,Author Position,Author Name,Author ID,Author Affiliation,One Affiliation
1994,10.1109/VISUAL.1994.346314,Volume rendering methods for computational fluid dynamics visualization,4.0,1.0,D.S. Ebert,https://ieeexplore.ieee.org/author/37282598900,"Computer Science Department, University of Maryland Baltimore County, Baltimore, MD, USA",True
1994,10.1109/VISUAL.1994.346314,Volume rendering methods for computational fluid dynamics visualization,4.0,2.0,R. Yagel,https://ieeexplore.ieee.org/author/37342422500,"Department of Computer and Information Science, Ohio State Uinversity, Columbus, OH, USA",True
1994,10.1109/VISUAL.1994.346314,Volume rendering methods for computational fluid dynamics visualization,4.0,3.0,J. Scott,https://ieeexplore.ieee.org/author/37653125700,"Department of Aeronautical and Astronautical Engineering, Ohio State Uinversity, Columbus, OH, USA",True
1994,10.1109/VISUAL.1994.346314,Volume rendering methods for computational fluid dynamics visualization,4.0,4.0,Y. Kurzion,https://ieeexplore.ieee.org/author/37372244200,"Department of Computer and Information Science, Ohio State Uinversity, Columbus, OH, USA",True
1994,10.1109/VISUAL.1994.346328,3D visualization of unsteady 2D airplane wake vortices,2.0,1.0,Kwan-Liu Ma,https://ieeexplore.ieee.org/author/37087183639,"ICASE, NASA-Langley Research Center, Hampton, VA, USA",True
1994,10.1109/VISUAL.1994.346328,3D visualization of unsteady 2D airplane wake vortices,2.0,2.0,Z.C. Zheng,https://ieeexplore.ieee.org/author/37656565200,"Department of Aerospace Engineering, Old Dominion University, Norfolk, VA, USA",True
1995,10.1109/VISUAL.1995.485144,Fast Algorithms for Visualizing Fluid Motion in Steady Flow on Unstructured Grids,3.0,1.0,S.K. Ueng,https://ieeexplore.ieee.org/author/37089138088,"Department of Computer Science, University of Utah, Salt Lake, UT, USA",True
1995,10.1109/VISUAL.1995.485144,Fast Algorithms for Visualizing Fluid Motion in Steady Flow on Unstructured Grids,3.0,2.0,K. Sikorski,https://ieeexplore.ieee.org/author/37379767900,"Department of Computer Science, University of Utah, Salt Lake, UT, USA",True
1995,10.1109/VISUAL.1995.485144,Fast Algorithms for Visualizing Fluid Motion in Steady Flow on Unstructured Grids,3.0,3.0,Kwan-Liu Ma,https://ieeexplore.ieee.org/author/37087183639,"NASA Langley Research Center, ICASE, Hampton, VA, USA",True
1996,10.1109/VISUAL.1996.567598,A fast Gibbs sampler for synthesizing constrained fractals,2.0,1.0,B.C. Vemuri,https://ieeexplore.ieee.org/author/38558447400,"Department of Computer and Information Sciences and Engineering, University of Florida, USA",True
1996,10.1109/VISUAL.1996.567598,A fast Gibbs sampler for synthesizing constrained fractals,2.0,2.0,C. Mandal,https://ieeexplore.ieee.org/author/38557137500,"Department of Computer and Information Sciences and Engineering, University of Florida, USA",True
1996,10.1109/VISUAL.1996.568120,Untangling Knots by Stochastic Energy Optimization,3.0,1.0,Milana Huang,,"Dept. of Electr. Eng. & Comput. Sci., Illinois Univ., Chicago, IL, USA",True
1996,10.1109/VISUAL.1996.568120,Untangling Knots by Stochastic Energy Optimization,3.0,2.0,R.P. Grzeszczuk,,,
1996,10.1109/VISUAL.1996.568120,Untangling Knots by Stochastic Energy Optimization,3.0,3.0,L.H. Kauffman,,,
1997,10.1109/VISUAL.1997.663911,exVis: developing a wind tunnel data visualization tool,1.0,1.0,S.P. Uselton,https://ieeexplore.ieee.org/author/37372247300,"Ames Research Center, NASA, Moffett Field, CA, USA",True
1998,10.1109/VISUAL.1998.745304,A concept for virtual reality tools for design reviews,1.0,1.0,K. Kremer,https://ieeexplore.ieee.org/author/37088092618,"Heinz Nixdorf Inst., Paderborn Univ., Germany",True
1999,10.1109/VISUAL.1999.809895,Visualizing Planar Vector Fields with Normal Component Using Line Integral Convolution,3.0,1.0,G. Scheuermann,,"Technische Universitat Kaiserslautern, Kaiserslautern, Rheinland-Pfalz, DE",True
1999,10.1109/VISUAL.1999.809895,Visualizing Planar Vector Fields with Normal Component Using Line Integral Convolution,3.0,2.0,H. Barbach,,"Technische Universitat Kaiserslautern, Kaiserslautern, Rheinland-Pfalz, DE",True
1999,10.1109/VISUAL.1999.809895,Visualizing Planar Vector Fields with Normal Component Using Line Integral Convolution,3.0,3.0,H. Hagen,,,
1999,10.1109/VISUAL.1999.809899,Cracking the cracking problem with Coons patches,3.0,1.0,G.M. Nielson,https://ieeexplore.ieee.org/author/37283754100,"Computer Science and Engineering, Arizona State University, Tempe, AZ, USA",True
1999,10.1109/VISUAL.1999.809899,Cracking the cracking problem with Coons patches,3.0,2.0,D. Holliday,https://ieeexplore.ieee.org/author/37087771154,"Computer Science and Engineering, Arizona State University, Tempe, AZ, USA",True
1999,10.1109/VISUAL.1999.809899,Cracking the cracking problem with Coons patches,3.0,3.0,T. Roxborough,https://ieeexplore.ieee.org/author/37373016900,"Computer Science and Engineering, Arizona State University, Tempe, AZ, USA",True
1999,10.1109/VISUAL.1999.809923,"Visualization of conflicts and resolutions in a ""Free Flight"" scenario",4.0,1.0,R. Azuma,https://ieeexplore.ieee.org/author/37372213200,"HRL Laboratories LLC, Malibu, CA, USA",True
1999,10.1109/VISUAL.1999.809923,"Visualization of conflicts and resolutions in a ""Free Flight"" scenario",4.0,2.0,H. Neely,https://ieeexplore.ieee.org/author/37268864600,"HRL Laboratories LLC, USA",True
1999,10.1109/VISUAL.1999.809923,"Visualization of conflicts and resolutions in a ""Free Flight"" scenario",4.0,3.0,M. Daily,https://ieeexplore.ieee.org/author/37268861900,"HRL Laboratories LLC, USA",True
1999,10.1109/VISUAL.1999.809923,"Visualization of conflicts and resolutions in a ""Free Flight"" scenario",4.0,4.0,M. Correa,https://ieeexplore.ieee.org/author/37087145356,"UCLA Computer Science Department, HRL Laboratories LLC, USA",True
2000,10.1109/INFVIS.2000.885103,Interactive problem solving via algorithm visualization,2.0,1.0,P. Pu,https://ieeexplore.ieee.org/author/37390082400,"LIA-CERI, Université d''Avignon et des Pays de Vaucluse, Avignon, France",True
2000,10.1109/INFVIS.2000.885103,Interactive problem solving via algorithm visualization,2.0,2.0,D. Lalanne,https://ieeexplore.ieee.org/author/37589762800,"Database Lab, Computer Science Department, Swiss Federal Institute of Technology, Lausanne, Switzerland",True
2001,10.1109/INFVIS.2001.963277,Technical note: visually encoding program test information to find faults in software,4.0,1.0,J. Eagan,https://ieeexplore.ieee.org/author/37550755100,"College of Computing GVU Center, Georgia Institute of Technology, Atlanta, GA, USA",True
2001,10.1109/INFVIS.2001.963277,Technical note: visually encoding program test information to find faults in software,4.0,2.0,M.J. Harrold,https://ieeexplore.ieee.org/author/37269174100,"College of Computing GVU Center, Georgia Institute of Technology, Atlanta, GA, USA",True
2001,10.1109/INFVIS.2001.963277,Technical note: visually encoding program test information to find faults in software,4.0,3.0,J.A. Jones,https://ieeexplore.ieee.org/author/37277753800,"College of Computing GVU Center, Georgia Institute of Technology, Atlanta, GA, USA",True
2001,10.1109/INFVIS.2001.963277,Technical note: visually encoding program test information to find faults in software,4.0,4.0,J. Stasko,https://ieeexplore.ieee.org/author/37267736900,"College of Computing GVU Center, Georgia Institute of Technology, Atlanta, GA, USA",True
2002,10.1109/INFVIS.2002.1173144,Efficient cartogram generation: a comparison,4.0,1.0,D.A. Keim,https://ieeexplore.ieee.org/author/37283138700,"AT&T Shannon Lab., Florham Park, NJ, USA",True
2002,10.1109/INFVIS.2002.1173144,Efficient cartogram generation: a comparison,4.0,2.0,S.C. North,https://ieeexplore.ieee.org/author/37372818600,"AT and T Shannon Laboratories, NJ, USA",True
2002,10.1109/INFVIS.2002.1173144,Efficient cartogram generation: a comparison,4.0,3.0,C. Panse,https://ieeexplore.ieee.org/author/37282557300,"University of Constance, Germany",True
2002,10.1109/INFVIS.2002.1173144,Efficient cartogram generation: a comparison,4.0,4.0,J. Schneidewind,https://ieeexplore.ieee.org/author/37669961800,"University of Halle, Germany",True
2002,10.1109/VISUAL.2002.1183817,PRIMA: A case study of using information visualization techniques for patient record analysis,4.0,1.0,D.L. Gresh,https://ieeexplore.ieee.org/author/37378534100,"IBM Thomas J. Watson Research Center, Yorktown Heights, NY, USA",True
2002,10.1109/VISUAL.2002.1183817,PRIMA: A case study of using information visualization techniques for patient record analysis,4.0,2.0,D.A. Rabenhorst,https://ieeexplore.ieee.org/author/37739505800,"IBM Thomas J. Watson Research Center, USA",True
2002,10.1109/VISUAL.2002.1183817,PRIMA: A case study of using information visualization techniques for patient record analysis,4.0,3.0,A. Shabo,https://ieeexplore.ieee.org/author/37352131200,"IBM Research and Development Laboratories, Haifa University, Haifa, Israel",False
2002,10.1109/VISUAL.2002.1183817,PRIMA: A case study of using information visualization techniques for patient record analysis,4.0,4.0,S. Slavin,https://ieeexplore.ieee.org/author/38138865600,"Head, Bone Marrow Transplantation and Immunobiology Research Center, Hadassah University Hospital, Jerusalem, Israel",True
2003,10.1109/VISUAL.2003.1250367,Real-time refinement and simplification of adaptive triangular meshes,2.0,1.0,V. Volkov,https://ieeexplore.ieee.org/author/37088096862,"Moscow Institute of Physics and Technology, Russia",True
2003,10.1109/VISUAL.2003.1250367,Real-time refinement and simplification of adaptive triangular meshes,2.0,2.0,Ling Li,https://ieeexplore.ieee.org/author/37088099005,"Curtin University of Technology, Australia",True
2007,10.1109/TVCG.2007.70537,AdaptiviTree: Adaptive Tree Visualization for Tournament-Style Brackets,4.0,1.0,Desney Tan,https://ieeexplore.ieee.org/author/37955052000,"Microsoft Research Limited, Redmond, WA, USA",True
2007,10.1109/TVCG.2007.70537,AdaptiviTree: Adaptive Tree Visualization for Tournament-Style Brackets,4.0,2.0,Greg Smith,https://ieeexplore.ieee.org/author/37960251500,"Microsoft Research Limited, Redmond, WA, USA",True
2007,10.1109/TVCG.2007.70537,AdaptiviTree: Adaptive Tree Visualization for Tournament-Style Brackets,4.0,3.0,Bongshin Lee,https://ieeexplore.ieee.org/author/37293389400,"Microsoft Research Limited, Redmond, WA, USA",True
2007,10.1109/TVCG.2007.70537,AdaptiviTree: Adaptive Tree Visualization for Tournament-Style Brackets,4.0,4.0,George Robertson,https://ieeexplore.ieee.org/author/37448060300,"Microsoft Research Limited, Redmond, WA, USA",True
2008,10.1109/VAST.2008.4677353,Using visual analytics to maintain situation awareness in astrophysics,5.0,1.0,Cecilia R. Aragon,https://ieeexplore.ieee.org/author/37564069800,"Lawrence Berkeley National Laboratory, Berkeley, CA, USA",True
2008,10.1109/VAST.2008.4677353,Using visual analytics to maintain situation awareness in astrophysics,5.0,2.0,Sarah S. Poon,https://ieeexplore.ieee.org/author/37868031100,"Space Sciences Laboratory, Berkeley, CA, USA",True
2008,10.1109/VAST.2008.4677353,Using visual analytics to maintain situation awareness in astrophysics,5.0,3.0,Gregory S. Aldering,https://ieeexplore.ieee.org/author/37871736600,"Lawrence Berkeley National Laboratory, Berkeley, CA, USA",True
2008,10.1109/VAST.2008.4677353,Using visual analytics to maintain situation awareness in astrophysics,5.0,4.0,Rollin C. Thomas,https://ieeexplore.ieee.org/author/37874439800,"Lawrence Berkeley National Laboratory, Berkeley, CA, USA",True
2008,10.1109/VAST.2008.4677353,Using visual analytics to maintain situation awareness in astrophysics,5.0,5.0,Robert Quimby,https://ieeexplore.ieee.org/author/37867573100,"California Institute of Technology, Pasadena, CA, USA",True
2009,10.1109/TVCG.2009.115,A Visual Approach to Efficient Analysis and Quantification of Ductile Iron and Reinforced Sprayed Concrete,5.0,1.0,Laura Fritz,https://ieeexplore.ieee.org/author/37865385300,"VRVis Research Center, Vienna, Austria",True
2009,10.1109/TVCG.2009.115,A Visual Approach to Efficient Analysis and Quantification of Ductile Iron and Reinforced Sprayed Concrete,5.0,2.0,Markus Hadwiger,https://ieeexplore.ieee.org/author/37394809600,"VRVis Research Center, Vienna, Austria",True
2009,10.1109/TVCG.2009.115,A Visual Approach to Efficient Analysis and Quantification of Ductile Iron and Reinforced Sprayed Concrete,5.0,3.0,Georg Geier,https://ieeexplore.ieee.org/author/37869963700,"Austrian Foundry Research Institute, Leoben, Austria",True
2009,10.1109/TVCG.2009.115,A Visual Approach to Efficient Analysis and Quantification of Ductile Iron and Reinforced Sprayed Concrete,5.0,4.0,Gerhard Pittino,https://ieeexplore.ieee.org/author/38108759900,"Institute for Subsurface Engineering, University of Leoben, Austria",True
2009,10.1109/TVCG.2009.115,A Visual Approach to Efficient Analysis and Quantification of Ductile Iron and Reinforced Sprayed Concrete,5.0,5.0,M. Eduard Groller,https://ieeexplore.ieee.org/author/37282552200,"University of Technology, Vienna, Vienna, Austria",True
2009,10.1109/TVCG.2009.175,Quantitative Texton Sequences for Legible Bivariate Maps,1.0,1.0,Colin Ware,https://ieeexplore.ieee.org/author/37265850800,"Center for Coastal and Ocean Mapping, University of New Hampshire, USA",True
2010,10.1109/TVCG.2010.150,Evaluating the impact of task demands and block resolution on the effectiveness of pixel-based visualization,6.0,1.0,Rita Borgo,https://ieeexplore.ieee.org/author/37591074800,"Computer Science, Swansea University, UK",True
2010,10.1109/TVCG.2010.150,Evaluating the impact of task demands and block resolution on the effectiveness of pixel-based visualization,6.0,2.0,Karl Proctor,https://ieeexplore.ieee.org/author/37591072200,"Department of Psychology, Swansea University, UK",True
2010,10.1109/TVCG.2010.150,Evaluating the impact of task demands and block resolution on the effectiveness of pixel-based visualization,6.0,3.0,Min Chen,https://ieeexplore.ieee.org/author/37280982800,"Computer Science, Swansea University, UK",True
2010,10.1109/TVCG.2010.150,Evaluating the impact of task demands and block resolution on the effectiveness of pixel-based visualization,6.0,4.0,Heike Jänicke,https://ieeexplore.ieee.org/author/37393638200,"Interdisciplinary Center for Scientific Computing, Heidelberg University, Germany",True
2010,10.1109/TVCG.2010.150,Evaluating the impact of task demands and block resolution on the effectiveness of pixel-based visualization,6.0,5.0,Tavi Murray,https://ieeexplore.ieee.org/author/37274098800,"Department of Geography, Swansea University, UK",True
2010,10.1109/TVCG.2010.150,Evaluating the impact of task demands and block resolution on the effectiveness of pixel-based visualization,6.0,6.0,Ian Thornton,https://ieeexplore.ieee.org/author/37591073500,"Department of Psychology, Swansea University, UK",True
2010,10.1109/TVCG.2010.151,Exploded View Diagrams of Mathematical Surfaces,4.0,1.0,Olga Karpenko,https://ieeexplore.ieee.org/author/37603800800,"University of California Berkeley, USA",True
2010,10.1109/TVCG.2010.151,Exploded View Diagrams of Mathematical Surfaces,4.0,2.0,Wilmot Li,https://ieeexplore.ieee.org/author/37597594400,"Adobe Systems, Inc., USA",True
2010,10.1109/TVCG.2010.151,Exploded View Diagrams of Mathematical Surfaces,4.0,3.0,Niloy Mitra,https://ieeexplore.ieee.org/author/37591261000,"IIT Delhi, India",True
2010,10.1109/TVCG.2010.151,Exploded View Diagrams of Mathematical Surfaces,4.0,4.0,Maneesh Agrawala,https://ieeexplore.ieee.org/author/37282718200,"University of California Berkeley, USA",True
2011,10.1109/TVCG.2011.206,GPU-Based Interactive Cut-Surface Extraction From High-Order finite Element fields,3.0,1.0,Blake Nelson,https://ieeexplore.ieee.org/author/37557887400,"School of Computing and the Scientific Computing and Imaging Institute, University of Utah, USA",True
2011,10.1109/TVCG.2011.206,GPU-Based Interactive Cut-Surface Extraction From High-Order finite Element fields,3.0,2.0,Robert M. Kirby,https://ieeexplore.ieee.org/author/37275716100,"Department of Aeronautics and Astronautics, MIT, USA",True
2011,10.1109/TVCG.2011.206,GPU-Based Interactive Cut-Surface Extraction From High-Order finite Element fields,3.0,3.0,Robert Haimes,https://ieeexplore.ieee.org/author/37282898700,"School of Computing and the Scientific Computing and Imaging Institute, University of Utah, USA",True
2011,10.1109/TVCG.2011.216,Interactive Volume Visualization of General Polyhedral Grids,4.0,1.0,Philipp Muigg,https://ieeexplore.ieee.org/author/37546620600,"Vienna University of Technology, Vienna, Austria",True
2011,10.1109/TVCG.2011.216,Interactive Volume Visualization of General Polyhedral Grids,4.0,2.0,Markus Hadwiger,https://ieeexplore.ieee.org/author/37394809600,"King Abdullah University of Science and Technology, Saudi Arabia",True
2011,10.1109/TVCG.2011.216,Interactive Volume Visualization of General Polyhedral Grids,4.0,3.0,Helmut Doleisch,https://ieeexplore.ieee.org/author/37546620400,"SimVis GmbH, Vienna, Austria",True
2011,10.1109/TVCG.2011.216,Interactive Volume Visualization of General Polyhedral Grids,4.0,4.0,Eduard Groller,https://ieeexplore.ieee.org/author/37284271200,"Vienna University of Technology, Vienna, Austria",True
2011,10.1109/TVCG.2011.236,Symmetry in Scalar field Topology,2.0,1.0,Dilip Mathew Thomas,https://ieeexplore.ieee.org/author/38258503300,"Department of Computer Science and Automation, Indian Institute of Science, Bangalore, India",True
2011,10.1109/TVCG.2011.236,Symmetry in Scalar field Topology,2.0,2.0,Vijay Natarajan,https://ieeexplore.ieee.org/author/37278509300,"Department of Computer Science and Automation, and Supercomputer Education Research Centre, Indian Institute of Science, Bangalore, India",True
2012,10.1109/TVCG.2012.227,Fuzzy Volume Rendering,2.0,1.0,Nathaniel Fout,https://ieeexplore.ieee.org/author/37945247900,"University of California, Davis, USA",True
2012,10.1109/TVCG.2012.227,Fuzzy Volume Rendering,2.0,2.0,Kwan-Liu Ma,https://ieeexplore.ieee.org/author/37275869400,"University of California, Davis, USA",True
2012,10.1109/TVCG.2012.258,Scatter/Gather Clustering: Flexibly Incorporating User Feedback to Steer Clustering Results,6.0,1.0,M. Shahriar Hossain,https://ieeexplore.ieee.org/author/38242697300,"Department of Computer Science and the Discovery Analytics Center, Virginia Polytechnic Institute and State University, USA",True
2012,10.1109/TVCG.2012.258,Scatter/Gather Clustering: Flexibly Incorporating User Feedback to Steer Clustering Results,6.0,2.0,Praveen Kumar Reddy Ojili,https://ieeexplore.ieee.org/author/38488976900,"Department of Mechanical Engineering, Virginia Polytechnic Institute and State University, USA",True
2012,10.1109/TVCG.2012.258,Scatter/Gather Clustering: Flexibly Incorporating User Feedback to Steer Clustering Results,6.0,3.0,Cindy Grimm,https://ieeexplore.ieee.org/author/37323515100,"Department of Computer Science and Engineering, Washington University, Saint Louis, USA",True
2012,10.1109/TVCG.2012.258,Scatter/Gather Clustering: Flexibly Incorporating User Feedback to Steer Clustering Results,6.0,4.0,Rolf Müller,https://ieeexplore.ieee.org/author/38489368300,"Department of Mechanical Engineering, Virginia Polytechnic Institute and State University, USA",True
2012,10.1109/TVCG.2012.258,Scatter/Gather Clustering: Flexibly Incorporating User Feedback to Steer Clustering Results,6.0,5.0,Layne T. Watson,https://ieeexplore.ieee.org/author/37273212300,"Department of Computer Science, the Department of Mathematics, and the Discovery Analytics Center, Virginia Polytechnic Institute and State University, USA",True
2012,10.1109/TVCG.2012.258,Scatter/Gather Clustering: Flexibly Incorporating User Feedback to Steer Clustering Results,6.0,6.0,Naren Ramakrishnan,https://ieeexplore.ieee.org/author/37273204200,"Department of Computer Science and the Discovery Analytics Center, Virginia Polytechnic Institute and State University, USA",True
2013,10.1109/TVCG.2013.197,Supporting Awareness through Collaborative Brushing and Linking of Tabular Data,3.0,1.0,Amir Hossein Hajizadeh,https://ieeexplore.ieee.org/author/37077735100,"University of Victoria, Canada",True
2013,10.1109/TVCG.2013.197,Supporting Awareness through Collaborative Brushing and Linking of Tabular Data,3.0,2.0,Melanie Tory,https://ieeexplore.ieee.org/author/37275861300,"University of Victoria, Canada",True
2013,10.1109/TVCG.2013.197,Supporting Awareness through Collaborative Brushing and Linking of Tabular Data,3.0,3.0,Rock Leung,https://ieeexplore.ieee.org/author/37077007800,"SAP, Canada",True
2013,10.1109/TVCG.2013.211,Using Interactive Visual Reasoning to Support Sense-Making: Implications for Design,5.0,1.0,Neesha Kodagoda,https://ieeexplore.ieee.org/author/37085424956,"Middlesex University, UK",True
2013,10.1109/TVCG.2013.211,Using Interactive Visual Reasoning to Support Sense-Making: Implications for Design,5.0,2.0,Simon Attfield,https://ieeexplore.ieee.org/author/37283298600,"Middlesex University, UK",True
2013,10.1109/TVCG.2013.211,Using Interactive Visual Reasoning to Support Sense-Making: Implications for Design,5.0,3.0,B.L. William Wong,https://ieeexplore.ieee.org/author/37549700100,"Middlesex University, London, London, GB",True
2013,10.1109/TVCG.2013.211,Using Interactive Visual Reasoning to Support Sense-Making: Implications for Design,5.0,4.0,Chris Rooney,https://ieeexplore.ieee.org/author/38488869200,"Middlesex University, UK",True
2013,10.1109/TVCG.2013.211,Using Interactive Visual Reasoning to Support Sense-Making: Implications for Design,5.0,5.0,Sharmin Choudhury,https://ieeexplore.ieee.org/author/37086635381,"Middlesex University, UK",True
2014,10.1109/TVCG.2014.2346983,"The relation between visualization size, grouping, and user performance",3.0,1.0,Connor C. Gramazio,https://ieeexplore.ieee.org/author/38488457200,"Department of Computer Science, Brown University",True
2014,10.1109/TVCG.2014.2346983,"The relation between visualization size, grouping, and user performance",3.0,2.0,Karen B. Schloss,https://ieeexplore.ieee.org/author/37085509824,"Department of Cognitive, Linguistic, Psychological Sciences at Brown University",True
2014,10.1109/TVCG.2014.2346983,"The relation between visualization size, grouping, and user performance",3.0,3.0,David H. Laidlaw,https://ieeexplore.ieee.org/author/37275712600,"Department of Computer Science, Brown University",True
2014,10.1109/TVCG.2014.2346322,Vivaldi: A Domain-Specific Language for Volume Processing and Visualization on Distributed Heterogeneous Systems,6.0,1.0,Hyungsuk Choi,https://ieeexplore.ieee.org/author/37085374712,Ulsan National Institute of Science and Technology (UNIST),True
2014,10.1109/TVCG.2014.2346322,Vivaldi: A Domain-Specific Language for Volume Processing and Visualization on Distributed Heterogeneous Systems,6.0,2.0,Woohyuk Choi,https://ieeexplore.ieee.org/author/37085376110,Ulsan National Institute of Science and Technology (UNIST),True
2014,10.1109/TVCG.2014.2346322,Vivaldi: A Domain-Specific Language for Volume Processing and Visualization on Distributed Heterogeneous Systems,6.0,3.0,Tran Minh Quan,https://ieeexplore.ieee.org/author/37085391211,Ulsan National Institute of Science and Technology (UNIST),True
2014,10.1109/TVCG.2014.2346322,Vivaldi: A Domain-Specific Language for Volume Processing and Visualization on Distributed Heterogeneous Systems,6.0,4.0,David G. C. Hildebrand,https://ieeexplore.ieee.org/author/37085387392,Harvard University,True
2014,10.1109/TVCG.2014.2346322,Vivaldi: A Domain-Specific Language for Volume Processing and Visualization on Distributed Heterogeneous Systems,6.0,5.0,Hanspeter Pfister,https://ieeexplore.ieee.org/author/37275698100,Harvard University,True
2014,10.1109/TVCG.2014.2346322,Vivaldi: A Domain-Specific Language for Volume Processing and Visualization on Distributed Heterogeneous Systems,6.0,6.0,Won-Ki Jeong,https://ieeexplore.ieee.org/author/37268212100,Ulsan National Institute of Science and Technology (UNIST),True
2014,10.1109/TVCG.2014.2346404,Ligand Excluded Surface: A New Type of Molecular Surface,3.0,1.0,Norbert Lindow,https://ieeexplore.ieee.org/author/38017029700,Zuse Institute Berlin,True
2014,10.1109/TVCG.2014.2346404,Ligand Excluded Surface: A New Type of Molecular Surface,3.0,2.0,Daniel Baum,https://ieeexplore.ieee.org/author/38182750200,Zuse Institute Berlin,True
2014,10.1109/TVCG.2014.2346404,Ligand Excluded Surface: A New Type of Molecular Surface,3.0,3.0,Hans-Christian Hege,https://ieeexplore.ieee.org/author/37282272000,Zuse Institute Berlin,True
2014,10.1109/TVCG.2014.2346406,Combined Visualization of Wall Thickness and Wall Shear Stress for the Evaluation of Aneurysms,5.0,1.0,Sylvia Glaßer,https://ieeexplore.ieee.org/author/37087203593,"Otto von Guericke Universitat Magdeburg, Magdeburg, Sachsen-Anhalt, DE",True
2014,10.1109/TVCG.2014.2346406,Combined Visualization of Wall Thickness and Wall Shear Stress for the Evaluation of Aneurysms,5.0,2.0,Kai Lawonn,https://ieeexplore.ieee.org/author/37085527253,"University of Magdeburg, Germany",True
2014,10.1109/TVCG.2014.2346406,Combined Visualization of Wall Thickness and Wall Shear Stress for the Evaluation of Aneurysms,5.0,3.0,Thomas Hoffmann,https://ieeexplore.ieee.org/author/37085544686,"University hospital of Magdeburg, Germany",True
2014,10.1109/TVCG.2014.2346406,Combined Visualization of Wall Thickness and Wall Shear Stress for the Evaluation of Aneurysms,5.0,4.0,Martin Skalej,https://ieeexplore.ieee.org/author/37442720700,"University hospital of Magdeburg, Germany",True
2014,10.1109/TVCG.2014.2346406,Combined Visualization of Wall Thickness and Wall Shear Stress for the Evaluation of Aneurysms,5.0,5.0,Bernhard Preim,https://ieeexplore.ieee.org/author/37424645300,"University of Magdeburg, Germany",True
2014,10.1109/TVCG.2014.2346418,Advection-Based Sparse Data Management for Visualizing Unsteady Flow,8.0,1.0,Hanqi Guo,https://ieeexplore.ieee.org/author/37085681553,"Key Laboratory of Machine Perception (Ministry of Education), Center for Computational Science and Engineering, Peking University",True
2014,10.1109/TVCG.2014.2346418,Advection-Based Sparse Data Management for Visualizing Unsteady Flow,8.0,2.0,Jiang Zhang,https://ieeexplore.ieee.org/author/37085458356,"Key Laboratory of Machine Perception (Ministry of Education), Center for Computational Science and Engineering, Peking University",True
2014,10.1109/TVCG.2014.2346418,Advection-Based Sparse Data Management for Visualizing Unsteady Flow,8.0,3.0,Richen Liu,https://ieeexplore.ieee.org/author/37085456802,"Key Laboratory of Machine Perception (Ministry of Education), Center for Computational Science and Engineering, Peking University",True
2014,10.1109/TVCG.2014.2346418,Advection-Based Sparse Data Management for Visualizing Unsteady Flow,8.0,4.0,Lu Liu,https://ieeexplore.ieee.org/author/37085465185,"Key Laboratory of Machine Perception (Ministry of Education), Center for Computational Science and Engineering, Peking University",True
2014,10.1109/TVCG.2014.2346418,Advection-Based Sparse Data Management for Visualizing Unsteady Flow,8.0,5.0,Xiaoru Yuan,https://ieeexplore.ieee.org/author/37403856700,"Key Laboratory of Machine Perception (Ministry of Education), Center for Computational Science and Engineering, Peking University",True
2014,10.1109/TVCG.2014.2346418,Advection-Based Sparse Data Management for Visualizing Unsteady Flow,8.0,6.0,Jian Huang,https://ieeexplore.ieee.org/author/37281262900,"Department of Electrical Engineering and Computer Science, University of Tennessee, Knoxville",True
2014,10.1109/TVCG.2014.2346418,Advection-Based Sparse Data Management for Visualizing Unsteady Flow,8.0,7.0,Xiangfei Meng,https://ieeexplore.ieee.org/author/38025528500,"National Supercomputer Center in Tianjin, Binhai, Tianjin, China",True
2014,10.1109/TVCG.2014.2346418,Advection-Based Sparse Data Management for Visualizing Unsteady Flow,8.0,8.0,Jingshan Pan,https://ieeexplore.ieee.org/author/37085460601,"National Supercomputer Center in Jinan, Shandong, China",True
2014,10.1109/VAST.2014.7042489,Vismate: Interactive Visual Analysis of Station-Based Observation Data on Climate Changes,3.0,1.0,Jie Li,https://ieeexplore.ieee.org/author/37085431300,"School of Computer Science and Technology, National Ocean Technology Center, Tianjin, China",True
2014,10.1109/VAST.2014.7042489,Vismate: Interactive Visual Analysis of Station-Based Observation Data on Climate Changes,3.0,2.0,Kang Zhang,https://ieeexplore.ieee.org/author/37277192000,"Department of Computer Science, The University of Texas, Dallas, USA",True
2014,10.1109/VAST.2014.7042489,Vismate: Interactive Visual Analysis of Station-Based Observation Data on Climate Changes,3.0,3.0,Zhao-Peng Meng,https://ieeexplore.ieee.org/author/37085382201,"School of Computer Software, Tianjin University, China",True
2014,10.1109/VAST.2014.7042490,BoundarySeer: Visual Analysis of 2D Boundary Changes,6.0,1.0,Wenchao Wu,https://ieeexplore.ieee.org/author/37085419783,Hong Kong University of Science and Technology,True
2014,10.1109/VAST.2014.7042490,BoundarySeer: Visual Analysis of 2D Boundary Changes,6.0,2.0,Yixian Zheng,https://ieeexplore.ieee.org/author/37085403277,Hong Kong University of Science and Technology,True
2014,10.1109/VAST.2014.7042490,BoundarySeer: Visual Analysis of 2D Boundary Changes,6.0,3.0,Huamin Qu,https://ieeexplore.ieee.org/author/37272637300,Hong Kong University of Science and Technology,True
