Year,DOI,Title,Number of Authors,Author Name,Author Position,Author Position Type,OpenAlex Author ID,Author ORCID,Number of Affiliations,First Institution Name,Raw Affiliation String,First Institution ID,First Institution ROR,First Institution Type,First Institution Country Code
1996,10.1109/VISUAL.1996.568108,A haptic interaction method for volume visualization,2,Ricardo Scott Avila,1,first,https://openalex.org/A2622293249,,1.0,"[Gen. Electr. Corp. Res. & Dev. Center, Schenectady, NY, USA]","[Gen. Electr. Corp. Res. & Dev. Center, Schenectady, NY, USA]",,,,
1996,10.1109/VISUAL.1996.568108,A haptic interaction method for volume visualization,2,Lisa M. Sobierajski,2,last,https://openalex.org/A2309715070,,1.0,"GE Corporate Research & Development, Schenectady, New York","GE Corporate Research & Development, Schenectady, New York",,,,
2002,10.1109/INFVIS.2002.1173148,"SpaceTree: supporting exploration in large node link tree, design evolution and empirical evaluation",3,Catherine Plaisant,1,first,https://openalex.org/A216611935,https://orcid.org/0000-0003-4049-5848,1.0,"Human-Comput. Interaction Lab., Maryland Univ., MD, USA","Human-Comput. Interaction Lab., Maryland Univ., MD, USA",,,,
2002,10.1109/INFVIS.2002.1173148,"SpaceTree: supporting exploration in large node link tree, design evolution and empirical evaluation",3,J. Grosjean,2,middle,https://openalex.org/A2119265685,,1.0,"Human-Comput. Interaction Lab., Maryland Univ., MD, USA","Human-Comput. Interaction Lab., Maryland Univ., MD, USA",,,,
2002,10.1109/INFVIS.2002.1173148,"SpaceTree: supporting exploration in large node link tree, design evolution and empirical evaluation",3,Benjamin B. Bederson,3,last,https://openalex.org/A2046653803,,1.0,"Human-Comput. Interaction Lab., Maryland Univ., MD, USA","Human-Comput. Interaction Lab., Maryland Univ., MD, USA",,,,
2007,10.1109/TVCG.2007.70539,Animated Transitions in Statistical Data Graphics,2,Jeffrey Heer,1,first,https://openalex.org/A2112690490,https://orcid.org/0000-0002-6175-1655,1.0,"University of California, Berkeley",University of California at Berkeley Berkeley,https://openalex.org/I95457486,https://ror.org/01an7q238,education,US
2007,10.1109/TVCG.2007.70539,Animated Transitions in Statistical Data Graphics,2,George G. Robertson,2,last,https://openalex.org/A2172094290,,1.0,IEEE#TAB#,IEEE#TAB#,,,,
2008,10.1109/TVCG.2008.153,Rolling the Dice: Multidimensional Visual Exploration using Scatterplot Matrix Navigation,3,Niklas Elmqvist,1,first,https://openalex.org/A2193023912,https://orcid.org/0000-0001-5805-5301,1.0,French Institute for Research in Computer Science and Automation,"Inria,Paris",https://openalex.org/I1326498283,https://ror.org/02kvxyf05,government,FR
2008,10.1109/TVCG.2008.153,Rolling the Dice: Multidimensional Visual Exploration using Scatterplot Matrix Navigation,3,Pierre Dragicevic,2,middle,https://openalex.org/A89785269,,1.0,French Institute for Research in Computer Science and Automation,"Inria,Paris",https://openalex.org/I1326498283,https://ror.org/02kvxyf05,government,FR
2008,10.1109/TVCG.2008.153,Rolling the Dice: Multidimensional Visual Exploration using Scatterplot Matrix Navigation,3,Jean-Daniel Fekete,3,last,https://openalex.org/A2154968417,https://orcid.org/0000-0003-3770-8726,1.0,French Institute for Research in Computer Science and Automation,"Inria,Paris",https://openalex.org/I1326498283,https://ror.org/02kvxyf05,government,FR
1998,10.1109/VISUAL.1998.745280,Large scale terrain visualization using the restricted quadtree triangulation,1,Renato Pajarola,1,first,https://openalex.org/A1975963237,https://orcid.org/0000-0002-6724-526X,1.0,"Inst. of Theor. Comput. Sci., Eidgenossische Tech. Hochschule, Zurich, Switzerland","Inst. of Theor. Comput. Sci., Eidgenossische Tech. Hochschule, Zurich, Switzerland",,,,
1996,10.1109/VISUAL.1996.568126,Dynamic view-dependent simplification for polygonal models,2,Julie C. Xia,1,first,https://openalex.org/A2974198624,,1.0,Stony Brook University,"State Univ. of New York, Stony Brook, NY (USA)",https://openalex.org/I59553526,https://ror.org/05qghxh33,education,US
1996,10.1109/VISUAL.1996.568126,Dynamic view-dependent simplification for polygonal models,2,Amitabh Varshney,2,last,https://openalex.org/A2106788355,,1.0,Stony Brook University,State University of New York at Stony Brook;,https://openalex.org/I59553526,https://ror.org/05qghxh33,education,US
2006,10.1109/TVCG.2006.115,Ambient Occlusion and Edge Cueing for Enhancing Real Time Molecular Visualization,3,Marco Tarini,1,first,https://openalex.org/A1986355708,https://orcid.org/0000-0003-2301-3173,1.0,"Universita dell'Insubria, Varese","Universita dell'Insubria, Varese",,,,
2006,10.1109/TVCG.2006.115,Ambient Occlusion and Edge Cueing for Enhancing Real Time Molecular Visualization,3,Paolo Cignoni,2,middle,https://openalex.org/A391330844,https://orcid.org/0000-0002-2686-8567,1.0,IEEE Computer Society,[IEEE Computer Society],https://openalex.org/I36253440,https://ror.org/05nxk6n24,nonprofit,US
2006,10.1109/TVCG.2006.115,Ambient Occlusion and Edge Cueing for Enhancing Real Time Molecular Visualization,3,Claudio Montani,3,last,https://openalex.org/A2103525648,,1.0,IEEE Computer Society,[IEEE Computer Society],https://openalex.org/I36253440,https://ror.org/05nxk6n24,nonprofit,US
2012,10.1109/TVCG.2012.213,Design Study Methodology: Reflections from the Trenches and the Stacks,3,Michael Sedlmair,1,first,https://openalex.org/A2078060999,,1.0,University of British Columbia,", University of British Columbia",https://openalex.org/I141945490,https://ror.org/03rmrcq20,education,CA
2012,10.1109/TVCG.2012.213,Design Study Methodology: Reflections from the Trenches and the Stacks,3,Miriah Meyer,2,middle,https://openalex.org/A2113885942,https://orcid.org/0000-0002-8971-6245,1.0,University of Utah,University of Utah,https://openalex.org/I223532165,https://ror.org/03r0ha626,education,US
2012,10.1109/TVCG.2012.213,Design Study Methodology: Reflections from the Trenches and the Stacks,3,Tamara Munzner,3,last,https://openalex.org/A544170546,https://orcid.org/0000-0002-3294-3869,1.0,University of British Columbia,", University of British Columbia",https://openalex.org/I141945490,https://ror.org/03rmrcq20,education,CA
2013,10.1109/TVCG.2013.226,Visual Exploration of Big Spatio-Temporal Urban Data: A Study of New York City Taxi Trips,5,Nivan Ferreira,1,first,https://openalex.org/A2112335262,https://orcid.org/0000-0001-6631-4609,1.0,NYU Poly,NYU Poly,,,,
2013,10.1109/TVCG.2013.226,Visual Exploration of Big Spatio-Temporal Urban Data: A Study of New York City Taxi Trips,5,Jorge Poco,2,middle,https://openalex.org/A2030526288,https://orcid.org/0000-0001-9096-6287,1.0,NYU Poly,NYU Poly,,,,
2013,10.1109/TVCG.2013.226,Visual Exploration of Big Spatio-Temporal Urban Data: A Study of New York City Taxi Trips,5,Huy T. Vo,3,middle,https://openalex.org/A2055039322,https://orcid.org/0000-0002-5963-6615,1.0,NYU CUSP#TAB#,NYU CUSP#TAB#,,,,
2013,10.1109/TVCG.2013.226,Visual Exploration of Big Spatio-Temporal Urban Data: A Study of New York City Taxi Trips,5,Juliana Freire,4,middle,https://openalex.org/A2116519607,https://orcid.org/0000-0003-3915-7075,1.0,NYU Poly,NYU Poly,,,,
2013,10.1109/TVCG.2013.226,Visual Exploration of Big Spatio-Temporal Urban Data: A Study of New York City Taxi Trips,5,Cláudio T. Silva,5,last,https://openalex.org/A2150576810,https://orcid.org/0000-0003-2452-2295,1.0,NYU Poly and NYU CUSP#TAB#,NYU Poly and NYU CUSP#TAB#,,,,
1998,10.1109/VISUAL.1998.745713,Interactive ray tracing for isosurface rendering,5,Steven G. Parker,1,first,https://openalex.org/A1995003537,,1.0,University of Utah,"[Dept. of Comput. Sci., Utah Univ., Salt Lake City, UT, USA]",https://openalex.org/I223532165,https://ror.org/03r0ha626,education,US
1998,10.1109/VISUAL.1998.745713,Interactive ray tracing for isosurface rendering,5,Peter Shirley,2,middle,https://openalex.org/A2103213634,,1.0,University of Utah,"University of Utah , Salt Lake City",https://openalex.org/I223532165,https://ror.org/03r0ha626,education,US
1998,10.1109/VISUAL.1998.745713,Interactive ray tracing for isosurface rendering,5,Yarden Livnat,3,middle,https://openalex.org/A37046778,,1.0,University of Utah,"University of Utah , Salt Lake City",https://openalex.org/I223532165,https://ror.org/03r0ha626,education,US
1998,10.1109/VISUAL.1998.745713,Interactive ray tracing for isosurface rendering,5,Charles Hansen,4,middle,https://openalex.org/A2059591427,,1.0,University of Utah,"University of Utah , Salt Lake City",https://openalex.org/I223532165,https://ror.org/03r0ha626,education,US
1998,10.1109/VISUAL.1998.745713,Interactive ray tracing for isosurface rendering,5,Peter-Pike Sloan,5,last,https://openalex.org/A1988707485,,1.0,University of Utah,"University of Utah , Salt Lake City",https://openalex.org/I223532165,https://ror.org/03r0ha626,education,US
2007,10.1109/TVCG.2007.70594,Show Me: Automatic Presentation for Visual Analysis,3,Jock D. Mackinlay,1,first,https://openalex.org/A2044770413,,1.0,Tableau Software,"Tableau Software, Seattle",https://openalex.org/I4210163771,https://ror.org/053v5e348,company,US
2007,10.1109/TVCG.2007.70594,Show Me: Automatic Presentation for Visual Analysis,3,Pat Hanrahan,2,middle,https://openalex.org/A2225733586,,1.0,Tableau Software,"Tableau Software, Seattle",https://openalex.org/I4210163771,https://ror.org/053v5e348,company,US
2007,10.1109/TVCG.2007.70594,Show Me: Automatic Presentation for Visual Analysis,3,Christopher Richard Stolte,3,last,https://openalex.org/A2778462909,,1.0,Tableau Software,"Tableau Software, Seattle",https://openalex.org/I4210163771,https://ror.org/053v5e348,company,US
1997,10.1109/INFVIS.1997.636718,H3: laying out large directed graphs in 3D hyperbolic space,1,Tamara Munzner,1,first,https://openalex.org/A544170546,https://orcid.org/0000-0002-3294-3869,1.0,Stanford University,"Stanford University,CA,USA",https://openalex.org/I97018004,https://ror.org/00f54p054,education,US
2000,10.1109/VISUAL.2000.885721,Anisotropic geometric diffusion in surface processing,3,Clarenz,1,first,https://openalex.org/A3147850152,,,,,,,,
2000,10.1109/VISUAL.2000.885721,Anisotropic geometric diffusion in surface processing,3,Diewald,2,middle,https://openalex.org/A3150225586,,,,,,,,
2000,10.1109/VISUAL.2000.885721,Anisotropic geometric diffusion in surface processing,3,Rumpf,3,last,https://openalex.org/A3146047120,,,,,,,,
1997,10.1109/INFVIS.1997.636792,The structure of the information visualization design space,2,Stuart K. Card,1,first,https://openalex.org/A614907589,,1.0,Palo Alto Research Center,"Xerox Palo Alto Res. Center, CA, USA",https://openalex.org/I173498003,https://ror.org/0529fxt39,facility,US
1997,10.1109/INFVIS.1997.636792,The structure of the information visualization design space,2,Jock D. Mackinlay,2,last,https://openalex.org/A2044770413,,,,,,,,
1998,10.1109/VISUAL.1998.745314,Fast and memory efficient polygonal simplification,2,Peter Lindstrom,1,first,https://openalex.org/A2278655031,https://orcid.org/0000-0003-3817-4199,1.0,Georgia Institute of Technology,"Georgia Institute of Technology, Atlanta, GA (USA)",https://openalex.org/I130701444,https://ror.org/01zkghx44,education,US
1998,10.1109/VISUAL.1998.745314,Fast and memory efficient polygonal simplification,2,Greg Turk,2,last,https://openalex.org/A2130761626,,1.0,Georgia Institute of Technology,"Georgia Inst. of Technol, Atlanta",https://openalex.org/I130701444,https://ror.org/01zkghx44,education,US
2009,10.1109/TVCG.2009.171,Participatory Visualization with Wordle,3,Fernanda B. Viégas,1,first,https://openalex.org/A2113308670,,1.0,IBM,"IBM Res., Hawthorne, CA, USA",https://openalex.org/I1341412227,https://ror.org/05hh8d621,company,US
2009,10.1109/TVCG.2009.171,Participatory Visualization with Wordle,3,Martin Wattenberg,2,middle,https://openalex.org/A2139539936,,1.0,IBM,"IBM Res., Hawthorne, CA, USA",https://openalex.org/I1341412227,https://ror.org/05hh8d621,company,US
2009,10.1109/TVCG.2009.171,Participatory Visualization with Wordle,3,Jonathan Feinberg,3,last,https://openalex.org/A2117557628,,1.0,IBM,"IBM Res., Hawthorne, CA, USA",https://openalex.org/I1341412227,https://ror.org/05hh8d621,company,US
2001,10.1109/INFVIS.2001.963273,Visualizing time-series on spirals,3,M. Weber,1,first,https://openalex.org/A3026903314,,1.0,TU Darmstadt,"Technische Universität Darmstadt,",https://openalex.org/I31512782,https://ror.org/05n911h24,education,DE
2001,10.1109/INFVIS.2001.963273,Visualizing time-series on spirals,3,Marc Alexa,2,middle,https://openalex.org/A2241694205,https://orcid.org/0000-0002-9854-8466,1.0,TU Darmstadt,TU-Darmstadt#TAB#,https://openalex.org/I31512782,https://ror.org/05n911h24,education,DE
2001,10.1109/INFVIS.2001.963273,Visualizing time-series on spirals,3,Wolfgang Müller,3,last,https://openalex.org/A2342778483,https://orcid.org/0000-0001-6474-3733,1.0,e4ib.com,e4ib.com,,,,
2007,10.1109/TVCG.2007.70535,A Taxonomy of Clutter Reduction for Information Visualisation,2,Geoffrey Ellis,1,first,https://openalex.org/A2779622929,,1.0,Lancaster University,"Lancaster Univ, Lancaster",https://openalex.org/I67415387,https://ror.org/04f2nsd36,education,GB
2007,10.1109/TVCG.2007.70535,A Taxonomy of Clutter Reduction for Information Visualisation,2,Alan Dix,2,last,https://openalex.org/A2304140017,https://orcid.org/0000-0002-5242-7693,1.0,Lancaster University,"Lancaster Univ, Lancaster",https://openalex.org/I67415387,https://ror.org/04f2nsd36,education,GB
2004,10.1109/INFVIS.2004.1,A Comparison of the Readability of Graphs Using Node-Link and Matrix-Based Representations,3,Mohammad Ghoniem,1,first,https://openalex.org/A2699795273,https://orcid.org/0000-0001-6745-3651,1.0,École des mines de Nantes,&#x00C9;cole des Mines de Nantes,https://openalex.org/I168704049,,,FR
2004,10.1109/INFVIS.2004.1,A Comparison of the Readability of Graphs Using Node-Link and Matrix-Based Representations,3,Jean-Daniel Fekete,2,middle,https://openalex.org/A2154968417,https://orcid.org/0000-0003-3770-8726,1.0,French Institute for Research in Computer Science and Automation,INRIA Futurs–LRI,https://openalex.org/I1326498283,https://ror.org/02kvxyf05,government,FR
2004,10.1109/INFVIS.2004.1,A Comparison of the Readability of Graphs Using Node-Link and Matrix-Based Representations,3,Philippe Castagliola,3,last,https://openalex.org/A2053268612,https://orcid.org/0000-0002-9532-4029,1.0,École des mines de Nantes,Ecole des Mines de Nantes & IRCCyN,https://openalex.org/I168704049,,,FR
1997,10.1109/VISUAL.1997.663875,The contour spectrum,3,Chandrajit L. Bajaj,1,first,https://openalex.org/A2006893438,https://orcid.org/0000-0002-9619-3278,,,,,,,
1997,10.1109/VISUAL.1997.663875,The contour spectrum,3,Valerio Pascucci,2,middle,https://openalex.org/A2296065211,https://orcid.org/0000-0003-4834-3056,,,,,,,
1997,10.1109/VISUAL.1997.663875,The contour spectrum,3,Daniel R. Schikore,3,last,https://openalex.org/A2078683250,,,,,,,,
2005,10.1109/VISUAL.2005.1532788,VisTrails: enabling interactive multiple-view visualizations,7,Louis Bavoil,1,first,https://openalex.org/A1971483809,,1.0,Scientific Computing and Imaging Institute,"Sci. Comput. & Imaging Inst., Utah Univ., Salt Lake City, UT, USA",https://openalex.org/I182565829,,,US
2005,10.1109/VISUAL.2005.1532788,VisTrails: enabling interactive multiple-view visualizations,7,Steven P. Callahan,2,middle,https://openalex.org/A2013029107,,1.0,Scientific Computing and Imaging Institute,"Sci. Comput. & Imaging Inst., Utah Univ., Salt Lake City, UT, USA",https://openalex.org/I182565829,,,US
2005,10.1109/VISUAL.2005.1532788,VisTrails: enabling interactive multiple-view visualizations,7,Patricia Crossno,3,middle,https://openalex.org/A2127250806,,1.0,Sandia National Laboratories,Sandia National Laboratories NM,https://openalex.org/I4210104735,https://ror.org/01apwpt12,facility,US
2005,10.1109/VISUAL.2005.1532788,VisTrails: enabling interactive multiple-view visualizations,7,Juliana Freire,4,middle,https://openalex.org/A2116519607,https://orcid.org/0000-0003-3915-7075,1.0,University of Utah,University of Utah,https://openalex.org/I223532165,https://ror.org/03r0ha626,education,US
2005,10.1109/VISUAL.2005.1532788,VisTrails: enabling interactive multiple-view visualizations,7,Carlos Scheidegger,5,middle,https://openalex.org/A2119064567,,1.0,University of Utah,University of Utah,https://openalex.org/I223532165,https://ror.org/03r0ha626,education,US
