Year,DOI,IEEE Title,Title on Google Scholar,Citation Link,Citation Counts on Google Scholar
2003,10.1109/VISUAL.2003.1250378,Chameleon: an interactive texture-based rendering framework for visualizing three-dimensional vector fields,[PDF] Chameleon: An interactive texture-based rendering framework for visualizing three-dimensional vector fields,"https://scholar.google.com/scholar?cites=1744909907368146758&as_sdt=5,50&sciodt=0,50&hl=en",62
2005,10.1109/INFVIS.2005.1532131,Dynamic visualization of graphs with extended labels,Dynamic visualization of graphs with extended labels,"https://scholar.google.com/scholar?cites=5795704436670815585&as_sdt=5,50&sciodt=0,50&hl=en",50
2005,10.1109/INFVIS.2005.1532133,Turning the bucket of text into a pipe,Turning the bucket of text into a pipe,"https://scholar.google.com/scholar?cites=16661259638785476100&as_sdt=5,50&sciodt=0,50&hl=en",43
2007,10.1109/TVCG.2007.70559,Grid With a View: Optimal Texturing for Perception of Layered Surface Shape,Grid with a view: Optimal texturing for perception of layered surface shape,"https://scholar.google.com/scholar?cites=8569636499273976116&as_sdt=5,50&sciodt=0,50&hl=en",41
2008,10.1109/TVCG.2008.185,Viz-A-Vis: Toward Visualizing Video through Computer Vision,Viz-A-Vis: Toward visualizing video through computer vision,"https://scholar.google.com/scholar?cites=702906613488638504&as_sdt=5,50&sciodt=0,50&hl=en",50
2008,10.1109/VAST.2008.4677370,Multidimensional visual analysis using cross-filtered views,Multidimensional visual analysis using cross-filtered views,"https://scholar.google.com/scholar?cites=3103703935805789204&as_sdt=5,50&sciodt=0,50&hl=en",53
2009,10.1109/TVCG.2009.148,Harnessing the Information Ecosystem with Wiki-based Visualization Dashboards,Harnessing the information ecosystem with wiki-based visualization dashboards,"https://scholar.google.com/scholar?cites=1046843779432408974&as_sdt=5,50&sciodt=0,50&hl=en",53
2009,10.1109/VAST.2009.5333564,Iterative integration of visual insights during patent search and analysis,Iterative integration of visual insights during patent search and analysis,"https://scholar.google.com/scholar?cites=14554542933890383162&as_sdt=5,50&sciodt=0,50&hl=en",55
2009,10.1109/VAST.2009.5333431,Model space visualization for multivariate linear trend discovery,Model space visualization for multivariate linear trend discovery,"https://scholar.google.com/scholar?cites=13475696565398740966&as_sdt=5,50&sciodt=0,50&hl=en",39
2010,10.1109/VAST.2010.5652932,VizCept: Supporting synchronous collaboration for constructing visualizations in intelligence analysis,Vizcept: Supporting synchronous collaboration for constructing visualizations in intelligence analysis,"https://scholar.google.com/scholar?cites=13400730705044557147&as_sdt=5,50&sciodt=0,50&hl=en",49
2010,10.1109/TVCG.2010.128,A Scalable Distributed Paradigm for Multi-User Interaction with Tiled Rear Projection Display Walls,A scalable distributed paradigm for multi-user interaction with tiled rear projection display walls,"https://scholar.google.com/scholar?cites=3598175688409818579&as_sdt=5,50&sciodt=0,50&hl=en",45
2010,10.1109/TVCG.2010.136,Browsing Large Image Datasets through Voronoi Diagrams,Browsing large image datasets through voronoi diagrams,"https://scholar.google.com/scholar?cites=9319637793672628061&as_sdt=5,50&sciodt=0,50&hl=en",52
2010,10.1109/TVCG.2010.168,Interactive Histology of Large-Scale Biomedical Image Stacks,Interactive histology of large-scale biomedical image stacks,"https://scholar.google.com/scholar?cites=12112731829629361094&as_sdt=5,50&sciodt=0,50&hl=en",45
2011,10.1109/TVCG.2011.235,Straightening Tubular Flow for Side-by-Side Visualization,Straightening tubular flow for side-by-side visualization,"https://scholar.google.com/scholar?cites=15275627267186913766&as_sdt=5,50&sciodt=0,50&hl=en",42
2012,10.1109/TVCG.2012.191,A Visual Analytics Approach to Multiscale Exploration of Environmental Time Series,A visual analytics approach to multiscale exploration of environmental time series,"https://scholar.google.com/scholar?cites=13275532309628939619&as_sdt=5,50&sciodt=0,50&hl=en",45
2013,10.1109/TVCG.2013.166,Information Visualization and Proxemics: Design Opportunities and Empirical Findings,Information visualization and proxemics: Design opportunities and empirical findings,"https://scholar.google.com/scholar?cites=14694088483027345409&as_sdt=5,50&sciodt=0,50&hl=en",67
2013,10.1109/TVCG.2013.232,Visualizing Fuzzy Overlapping Communities in Networks,Visualizing fuzzy overlapping communities in networks,"https://scholar.google.com/scholar?cites=15203967283328161624&as_sdt=5,50&sciodt=0,50&hl=en",55
2014,10.1109/TVCG.2014.2346249,OnSet: A Visualization Technique for Large-scale Binary Set Data,Onset: A visualization technique for large-scale binary set data,"https://scholar.google.com/scholar?cites=12589398253268029708&as_sdt=5,50&sciodt=0,50&hl=en",62
2014,10.1109/TVCG.2014.2346426,The Influence of Contour on Similarity Perception of Star Glyphs,The influence of contour on similarity perception of star glyphs,"https://scholar.google.com/scholar?cites=15719100273160602017&as_sdt=5,50&sciodt=0,50&hl=en",57
2014,10.1109/TVCG.2014.2346312,NeuroLines: A Subway Map Metaphor for Visualizing Nanoscale Neuronal Connectivity,Neurolines: a subway map metaphor for visualizing nanoscale neuronal connectivity,"https://scholar.google.com/scholar?cites=3277741045911790714&as_sdt=5,50&sciodt=0,50&hl=en",58
2014,10.1109/TVCG.2014.2346371,Design and Evaluation of Interactive Proofreading Tools for Connectomics,Design and evaluation of interactive proofreading tools for connectomics,"https://scholar.google.com/scholar?cites=4578352748080131558&as_sdt=5,50&sciodt=0,50&hl=en",53
2015,10.1109/TVCG.2015.2467958,Isosurface Visualization of Data with Nonparametric Models for Uncertainty,Isosurface visualization of data with nonparametric models for uncertainty,"https://scholar.google.com/scholar?cites=14744752442545511108&as_sdt=5,50&sciodt=0,50&hl=en",40
2015,10.1109/TVCG.2015.2467531,TimeLineCurator: Interactive Authoring of Visual Timelines from Unstructured Text,TimeLineCurator: Interactive authoring of visual timelines from unstructured text,"https://scholar.google.com/scholar?cites=7274970053904193338&as_sdt=5,50&sciodt=0,50&hl=en",74
2016,10.1109/TVCG.2016.2598885,Many-to-Many Geographically-Embedded Flow Visualisation: An Evaluation,Many-to-many geographically-embedded flow visualisation: An evaluation,"https://scholar.google.com/scholar?cites=14339592219367387980&as_sdt=5,50&sciodt=0,50&hl=en",78
2017,10.1109/TVCG.2017.2745085,Clustervision: Visual Supervision of Unsupervised Clustering,Clustervision: Visual supervision of unsupervised clustering,"https://scholar.google.com/scholar?cites=12096810311506413214&as_sdt=5,50&sciodt=0,50&hl=en",103
2017,10.1109/VAST.2017.8585721,Understanding Hidden Memories of Recurrent Neural Networks,Understanding hidden memories of recurrent neural networks,"https://scholar.google.com/scholar?cites=14076727287852568247&as_sdt=5,50&sciodt=0,50&hl=en",168
1991,10.1109/VISUAL.1991.175810,Run-time visualization of program data,Run-time visualization of program data,"https://scholar.google.com/scholar?cites=3221147270284983881&as_sdt=5,50&sciodt=0,50&hl=en",33
1993,10.1109/VISUAL.1993.398862,Virtual input devices for 3D systems,Virtual input devices for 3D systems,"https://scholar.google.com/scholar?cites=9511995942862050473&as_sdt=5,50&sciodt=0,50&hl=en",55
1995,10.1109/INFVIS.1995.528682,Research report: information animation applications in the capital markets,Information animation applications in the capital markets,"https://scholar.google.com/scholar?cites=7175435365570646831&as_sdt=5,50&sciodt=0,50&hl=en",136
1995,10.1109/INFVIS.1995.528697,Case study: 3D displays of Internet traffic,Case study: 3D displays of Internet traffic,"https://scholar.google.com/scholar?cites=17982257518792417771&as_sdt=5,50&sciodt=0,50&hl=en",52
1997,10.1109/VISUAL.1997.663853,The VSBUFFER: visibility ordering of unstructured volume primitives by polygon drawing,The VSbuffer: Visibility ordering of unstructured volume primitives by polygon drawing,"https://scholar.google.com/scholar?cites=9438174894398638444&as_sdt=5,50&sciodt=0,50&hl=en",34
1998,10.1109/INFVIS.1998.729561,Algorithm visualization for distributed environments,Algorithm visualization for distributed environments,"https://scholar.google.com/scholar?cites=680364894562396467&as_sdt=5,50&sciodt=0,50&hl=en",41
1998,10.1109/VISUAL.1998.745332,Data level comparison of wind tunnel and computational fluid dynamics data,Data level comparison of wind tunnel and computational fluid dynamics data,"https://scholar.google.com/scholar?cites=4387437523848207279&as_sdt=5,50&sciodt=0,50&hl=en",54
1998,10.1109/VISUAL.1998.745342,"Intent, perception, and out-of-core visualization applied to terrain","Intent, perception, and out-of-core visualization applied to terrain","https://scholar.google.com/scholar?cites=15609277151515787111&as_sdt=5,50&sciodt=0,50&hl=en",45
2004,10.1109/VISUAL.2004.128,Vorticity based flow analysis and visualization for Pelton turbine design optimization,Vorticity based flow analysis and visualization for pelton turbine design optimization,"https://scholar.google.com/scholar?cites=12246935366802407684&as_sdt=5,50&sciodt=0,50&hl=en",52
2006,10.1109/VAST.2006.261432,Have Green - A Visual Analytics Framework for Large Semantic Graphs,Have Green-a visual analytics framework for large semantic graphs,"https://scholar.google.com/scholar?cites=11457017133897780973&as_sdt=5,50&sciodt=0,50&hl=en",40
2006,10.1109/TVCG.2006.159,LOD Map - A Visual Interface for Navigating Multiresolution Volume Visualization,LOD map-a visual interface for navigating multiresolution volume visualization,"https://scholar.google.com/scholar?cites=63287034542428472&as_sdt=5,50&sciodt=0,50&hl=en",54
2007,10.1109/TVCG.2007.70614,Visual Verification and Analysis of Cluster Detection for Molecular Dynamics,Visual verification and analysis of cluster detection for molecular dynamics,"https://scholar.google.com/scholar?cites=7607063454284739913&as_sdt=5,50&sciodt=0,50&hl=en",47
2008,10.1109/TVCG.2008.134,Geodesic Distance-weighted Shape Vector Image Diffusion,Geodesic distance-weighted shape vector image diffusion,"https://scholar.google.com/scholar?cites=7781082023613599001&as_sdt=5,50&sciodt=0,50&hl=en",54
2009,10.1109/VAST.2009.5332586,Guided analysis of hurricane trends using statistical processes integrated with interactive parallel coordinates,Guided analysis of hurricane trends using statistical processes integrated with interactive parallel coordinates,"https://scholar.google.com/scholar?cites=6009106875820067633&as_sdt=5,50&sciodt=0,50&hl=en",43
2009,10.1109/TVCG.2009.159,Intrinsic Geometric Scale Space by Shape Diffusion,Intrinsic geometric scale space by shape diffusion,"https://scholar.google.com/scholar?cites=15274366429483148352&as_sdt=5,50&sciodt=0,50&hl=en",44
2010,10.1109/VAST.2010.5652478,Discovering bits of place histories from people's activity traces,Discovering bits of place histories from people's activity traces,"https://scholar.google.com/scholar?cites=6024253271688801312&as_sdt=5,50&sciodt=0,50&hl=en",52
2011,10.1109/TVCG.2011.174,BallotMaps: Detecting Name Bias in Alphabetically Ordered Ballot Papers,BallotMaps: Detecting name bias in alphabetically ordered ballot papers,"https://scholar.google.com/scholar?cites=14271994047715715197&as_sdt=5,50&sciodt=0,50&hl=en",55
2011,10.1109/VAST.2011.6102441,"Orion: A system for modeling, transformation and visualization of multidimensional heterogeneous networks","Orion: A system for modeling, transformation and visualization of multidimensional heterogeneous networks","https://scholar.google.com/scholar?cites=14165987644604991374&as_sdt=5,50&sciodt=0,50&hl=en",88
2011,10.1109/TVCG.2011.258,Volume Analysis Using Multimodal Surface Similarity,Volume analysis using multimodal surface similarity,"https://scholar.google.com/scholar?cites=8065962257552024864&as_sdt=5,50&sciodt=0,50&hl=en",44
2012,10.1109/TVCG.2012.209,Computing Morse-Smale Complexes with Accurate Geometry,Computing Morse-Smale complexes with accurate geometry,"https://scholar.google.com/scholar?cites=1546773239195368120&as_sdt=5,50&sciodt=0,50&hl=en",48
2012,10.1109/TVCG.2012.292,WYSIWYP: What You See Is What You Pick,WYSIWYP: What you see is what you pick,"https://scholar.google.com/scholar?cites=6744291536508811164&as_sdt=5,50&sciodt=0,50&hl=en",48
2012,10.1109/VAST.2012.6400491,A correlative analysis process in a visual analytics environment,A correlative analysis process in a visual analytics environment,"https://scholar.google.com/scholar?cites=16062515438280940626&as_sdt=5,50&sciodt=0,50&hl=en",56
2014,10.1109/TVCG.2014.2346332,Multiscale Symmetry Detection in Scalar Fields by Clustering Contours,Multiscale symmetry detection in scalar fields by clustering contours,"https://scholar.google.com/scholar?cites=5840945039771955268&as_sdt=5,50&sciodt=0,50&hl=en",50
2015,10.1109/TVCG.2015.2467752,Visual Encodings of Temporal Uncertainty: A Comparative User Study,Visual encodings of temporal uncertainty: A comparative user study,"https://scholar.google.com/scholar?cites=15870916026931601680&as_sdt=5,50&sciodt=0,50&hl=en",69
2015,10.1109/TVCG.2015.2467971,"VAiRoma: A Visual Analytics System for Making Sense of Places, Times, and Events in Roman History","Vairoma: A visual analytics system for making sense of places, times, and events in roman history","https://scholar.google.com/scholar?cites=13283922865529865144&as_sdt=5,50&sciodt=0,50&hl=en",65
2016,10.1109/TVCG.2016.2598445,TopicLens: Efficient Multi-Level Visual Topic Exploration of Large-Scale Document Collections,Topiclens: Efficient multi-level visual topic exploration of large-scale document collections,"https://scholar.google.com/scholar?cites=13262219179057579836&as_sdt=5,50&sciodt=0,50&hl=en",78
1990,10.1109/VISUAL.1990.146378,Volume visualization in cell biology,Volume visualization in cell biology,"https://scholar.google.com/scholar?cites=2658540114073254092&as_sdt=5,50&sciodt=0,50&hl=en",36
1992,10.1109/VISUAL.1992.235222,Four-dimensional views of 3D scalar fields,[PDF] Four-Dimensional Views of 3-D Scalar Fields.,"https://scholar.google.com/scholar?cites=5508453220044430710&as_sdt=5,50&sciodt=0,50&hl=en",42
1993,10.1109/VISUAL.1993.398855,Tioga: A database-oriented visualization tool,Tioga: A database-oriented visualization tool,"https://scholar.google.com/scholar?cites=14029260509869418665&as_sdt=5,50&sciodt=0,50&hl=en",44
1994,10.1109/VISUAL.1994.346318,Spiders: a new user interface for rotation and visualization of n-dimensional point sets,Spiders: a new user interface for rotation and visualization of n-dimensional point sets,"https://scholar.google.com/scholar?cites=11828588558970285975&as_sdt=5,50&sciodt=0,50&hl=en",57
1995,10.1109/VISUAL.1995.480793,"Defining, computing, and visualizing molecular interfaces","Defining, computing, and visualizing molecular interfaces","https://scholar.google.com/scholar?cites=17605555078135481435&as_sdt=5,50&sciodt=0,50&hl=en",45
1995,10.1109/VISUAL.1995.480819,Vector plots for irregular grids,Vector plots for irregular grids,"https://scholar.google.com/scholar?cites=5205419069831131267&as_sdt=5,50&sciodt=0,50&hl=en",66
1996,10.1109/VISUAL.1996.568109,Two-handed interactive stereoscopic visualization,Two-handed interactive stereoscopic visualization,"https://scholar.google.com/scholar?cites=8448735872423718278&as_sdt=5,50&sciodt=0,50&hl=en",49
1998,10.1109/INFVIS.1998.729556,An interactive view for hierarchical clustering,An interactive view for hierarchical clustering,"https://scholar.google.com/scholar?cites=8406931066280717288&as_sdt=5,50&sciodt=0,50&hl=en",39
1999,10.1109/VISUAL.1999.809898,Optimal triangular Haar bases for spherical data,Optimal triangular Haar bases for spherical data,"https://scholar.google.com/scholar?cites=14545459825011318849&as_sdt=5,50&sciodt=0,50&hl=en",56
1999,10.1109/VISUAL.1999.809900,LOD-sprite technique for accelerated terrain rendering,LOD-sprite technique for accelerated terrain rendering,"https://scholar.google.com/scholar?cites=6628743438569381563&as_sdt=5,50&sciodt=0,50&hl=en",45
2000,10.1109/VISUAL.2000.885682,On-the-fly rendering of losslessly compressed irregular volume data,On-the-fly rendering of losslessly compressed irregular volume data,"https://scholar.google.com/scholar?cites=11229064440825639481&as_sdt=5,50&sciodt=0,50&hl=en",37
2000,10.1109/VISUAL.2000.885732,Mastering interactive virtual bronchioscopy on a low-end PC,Mastering interactive virtual bronchioscopy on a low-end PC,"https://scholar.google.com/scholar?cites=8015040090658145264&as_sdt=5,50&sciodt=0,50&hl=en",36
2002,10.1109/VISUAL.2002.1183826,A case study on automatic camera placement and motion for visualizing historical data,A case study on automatic camera placement and motion for visualizing historical data,"https://scholar.google.com/scholar?cites=5832334876949348648&as_sdt=5,50&sciodt=0,50&hl=en",45
2003,10.1109/VISUAL.2003.1250356,Extraction of topologically simple isosurfaces from volume datasets,Extraction of topologically simple isosurfaces from volume datasets,"https://scholar.google.com/scholar?cites=9855662820224934133&as_sdt=5,50&sciodt=0,50&hl=en",33
2004,10.1109/VISUAL.2004.24,Dispersion simulation and visualization for urban security,Dispersion simulation and visualization for urban security,"https://scholar.google.com/scholar?cites=16615665675570616926&as_sdt=5,50&sciodt=0,50&hl=en",42
2004,10.1109/VISUAL.2004.47,Immersive design of DNA molecules with a tangible interface,Immersive design of DNA molecules with a tangible interface,"https://scholar.google.com/scholar?cites=18288046884035415189&as_sdt=5,50&sciodt=0,50&hl=en",46
2005,10.1109/VISUAL.2005.1532805,High performance volume splatting for visualization of neurovascular data,High performance volume splatting for visualization of neurovascular data,"https://scholar.google.com/scholar?cites=7358232202346901048&as_sdt=5,50&sciodt=0,50&hl=en",53
2005,10.1109/VISUAL.2005.1532840,Topology-driven surface mappings with robust feature alignment,Topology-driven surface mappings with robust feature alignment,"https://scholar.google.com/scholar?cites=16566474427538588895&as_sdt=5,50&sciodt=0,50&hl=en",41
2007,10.1109/TVCG.2007.70528,Visualizing Causal Semantics Using Animations,Visualizing causal semantics using animations,"https://scholar.google.com/scholar?cites=3266690549123389467&as_sdt=5,50&sciodt=0,50&hl=en",60
2008,10.1109/TVCG.2008.187,Who Votes For What? A Visual Query Language for Opinion Data,Who votes for what? a visual query language for opinion data,"https://scholar.google.com/scholar?cites=14966388767127543594&as_sdt=5,50&sciodt=0,50&hl=en",43
2008,10.1109/VAST.2008.4677354,Understanding syndromic hotspots - a visual analytics approach,Understanding syndromic hotspots-a visual analytics approach,"https://scholar.google.com/scholar?cites=1413223722772945334&as_sdt=5,50&sciodt=0,50&hl=en",37
2010,10.1109/TVCG.2010.172,Interactive Visualization of Hyperspectral Images of Historical Documents,Interactive visualization of hyperspectral images of historical documents,"https://scholar.google.com/scholar?cites=4889978109672370274&as_sdt=5,50&sciodt=0,50&hl=en",44
2011,10.1109/TVCG.2011.211,Image Plane Sweep Volume Illumination,Image plane sweep volume illumination,"https://scholar.google.com/scholar?cites=1831470279547729433&as_sdt=5,50&sciodt=0,50&hl=en",35
2012,10.1109/TVCG.2012.224,Examining the Use of a Visual Analytics System for Sensemaking Tasks: Case Studies with Domain Experts,Examining the use of a visual analytics system for sensemaking tasks: Case studies with domain experts,"https://scholar.google.com/scholar?cites=8219803203635387870&as_sdt=5,50&sciodt=0,50&hl=en",46
2012,10.1109/VAST.2012.6400490,Visual pattern discovery using random projections,Visual pattern discovery using random projections,"https://scholar.google.com/scholar?cites=14781057514246958893&as_sdt=5,50&sciodt=0,50&hl=en",43
2013,10.1109/TVCG.2013.129,Ambient Volume Scattering,Ambient volume scattering,"https://scholar.google.com/scholar?cites=17021319952691801363&as_sdt=5,50&sciodt=0,50&hl=en",41
2013,10.1109/TVCG.2013.188,Semantics of Directly Manipulating Spatializations,Semantics of directly manipulating spatializations,"https://scholar.google.com/scholar?cites=7167394722412250956&as_sdt=5,50&sciodt=0,50&hl=en",56
2014,10.1109/TVCG.2014.2346435,Exploring the Placement and Design of Word-Scale Visualizations,Exploring the placement and design of word-scale visualizations,"https://scholar.google.com/scholar?cites=7853814612724576394&as_sdt=5,50&sciodt=0,50&hl=en",51
2015,10.1109/TVCG.2015.2467199,Visualizing Multiple Variables Across Scale and Geography,Visualizing multiple variables across scale and geography,"https://scholar.google.com/scholar?cites=2557041386206817835&as_sdt=5,50&sciodt=0,50&hl=en",52
2015,10.1109/TVCG.2015.2467618,Task-Driven Comparison of Topic Models,Task-driven comparison of topic models,"https://scholar.google.com/scholar?cites=6521066161890474155&as_sdt=5,50&sciodt=0,50&hl=en",71
2016,10.1109/TVCG.2016.2598958,Towards Unambiguous Edge Bundling: Investigating Confluent Drawings for Network Visualization,Towards unambiguous edge bundling: Investigating confluent drawings for network visualization,"https://scholar.google.com/scholar?cites=4050596206825407990&as_sdt=5,50&sciodt=0,50&hl=en",66
1991,10.1109/VISUAL.1991.175778,Achieving direct volume visualization with interactive semantic region selection,[PDF] Achieving Direct Volume Visualization with Interactive Semantic Region Selection.,"https://scholar.google.com/scholar?cites=17839182312073405132&as_sdt=5,50&sciodt=0,50&hl=en",37
1993,10.1109/VISUAL.1993.398883,Computer visualization of long genomic sequences,Computer visualization of long genomic sequences,"https://scholar.google.com/scholar?cites=8862677486758788281&as_sdt=5,50&sciodt=0,50&hl=en",42
1999,10.1109/INFVIS.1999.801863,Aggregate Towers: scale sensitive visualization and decluttering of geospatial data,Aggregate towers: Scale sensitive visualization and decluttering of geospatial data,"https://scholar.google.com/scholar?cites=2003651755698806217&as_sdt=5,50&sciodt=0,50&hl=en",35
1999,10.1109/VISUAL.1999.809872,Forward image mapping,Forward image mapping,"https://scholar.google.com/scholar?cites=2206095012787961312&as_sdt=5,50&sciodt=0,50&hl=en",37
2000,10.1109/VISUAL.2000.885717,Constructing material interfaces from data sets with volume-fraction information,[BOOK] Constructing material interfaces from data sets with volume-fraction information,"https://scholar.google.com/scholar?cites=8762053587332643651&as_sdt=5,50&sciodt=0,50&hl=en",43
2001,10.1109/INFVIS.2001.963294,Case study: design and assessment of an enhanced geographic information system for exploration of multivariate health statistics,[PDF] Case Study: Design and Assessment of an Enhanced Geographic Information System for Exploration of Multivariate Health Statistics.,"https://scholar.google.com/scholar?cites=1675720991939680253&as_sdt=5,50&sciodt=0,50&hl=en",46
2001,10.1109/VISUAL.2001.964499,Simplicial subdivisions and sampling artifacts,Simplicial subdivisions and sampling artifacts,"https://scholar.google.com/scholar?cites=5789485809101241225&as_sdt=5,50&sciodt=0,50&hl=en",42
2001,10.1109/VISUAL.2001.964513,The perspective shear-warp algorithm in a virtual environment,The perspective shear-warp algorithm in a virtual environment,"https://scholar.google.com/scholar?cites=15271361948937811235&as_sdt=5,50&sciodt=0,50&hl=en",36
2001,10.1109/VISUAL.2001.964522,RTVR-a flexible Java library for interactive volume rendering,RTVR-a flexible java library for interactive volume rendering,"https://scholar.google.com/scholar?cites=13575811480636468124&as_sdt=5,50&sciodt=0,50&hl=en",57
2001,10.1109/VISUAL.2001.964554,4D space-time techniques: a medical imaging case study,4D space-time techniques: a medical imaging case study,"https://scholar.google.com/scholar?cites=3241545705293109776&as_sdt=5,50&sciodt=0,50&hl=en",41
2002,10.1109/VISUAL.2002.1183775,Fast and reliable space leaping for interactive volume rendering,Fast and reliable space leaping for interactive volume rendering,"https://scholar.google.com/scholar?cites=3120382205101711989&as_sdt=5,50&sciodt=0,50&hl=en",42
2003,10.1109/VISUAL.2003.1250395,LightKit: a lighting system for effective visualization,Lightkit: A lighting system for effective visualization,"https://scholar.google.com/scholar?cites=472895141095369811&as_sdt=5,50&sciodt=0,50&hl=en",39
2005,10.1109/VISUAL.2005.1532782,On the optimization of visualizations of complex phenomena,On the optimization of visualizations of complex phenomena,"https://scholar.google.com/scholar?cites=13143503342057618319&as_sdt=5,50&sciodt=0,50&hl=en",38
2006,10.1109/TVCG.2006.125,Comparative Visualization for Wave-based and Geometric Acoustics,Comparative visualization for wave-based and geometric acoustics,"https://scholar.google.com/scholar?cites=8320919330353797545&as_sdt=5,50&sciodt=0,50&hl=en",34
2007,10.1109/TVCG.2007.70526,Visualization of Cosmological Particle-Based Datasets,Visualization of cosmological particle-based datasets,"https://scholar.google.com/scholar?cites=1046461297849565267&as_sdt=5,50&sciodt=0,50&hl=en",49
2008,10.1109/VAST.2008.4677352,Model-driven Visual Analytics,Model-driven visual analytics,"https://scholar.google.com/scholar?cites=17571858825360398274&as_sdt=5,50&sciodt=0,50&hl=en",55
2008,10.1109/TVCG.2008.123,Effective visualization of complex vascular structures using a non-parametric vessel detection method,Effective visualization of complex vascular structures using a non-parametric vessel detection method,"https://scholar.google.com/scholar?cites=3486589722092669051&as_sdt=5,50&sciodt=0,50&hl=en",45
2009,10.1109/TVCG.2009.201,Visualizing Social Photos on a Hasse Diagram for Eliciting Relations and Indexing New Photos,Visualizing social photos on a hasse diagram for eliciting relations and indexing new photos,"https://scholar.google.com/scholar?cites=14669897121944369718&as_sdt=5,50&sciodt=0,50&hl=en",34
2010,10.1109/TVCG.2010.126,behaviorism: a framework for dynamic data visualization,Behaviorism: A framework for dynamic data visualization,"https://scholar.google.com/scholar?cites=14107423819994352455&as_sdt=5,50&sciodt=0,50&hl=en",32
2010,10.1109/VAST.2010.5652398,Visual exploration of classification models for risk assessment,Visual exploration of classification models for risk assessment,"https://scholar.google.com/scholar?cites=15901329738420508376&as_sdt=5,50&sciodt=0,50&hl=en",46
2010,10.1109/VAST.2010.5652885,Click2Annotate: Automated Insight Externalization with rich semantics,Click2annotate: Automated insight externalization with rich semantics,"https://scholar.google.com/scholar?cites=12224094822397643219&as_sdt=5,50&sciodt=0,50&hl=en",62
2010,10.1109/TVCG.2010.156,"Fast, Memory-Efficient Cell Location in Unstructured Grids for Visualization","Fast, memory-efficient cell location in unstructured grids for visualization","https://scholar.google.com/scholar?cites=3544678570508382959&as_sdt=5,50&sciodt=0,50&hl=en",64
2011,10.1109/VAST.2011.6102435,Visual analytic roadblocks for novice investigators,Visual analytic roadblocks for novice investigators,"https://scholar.google.com/scholar?cites=6797922402798145917&as_sdt=5,50&sciodt=0,50&hl=en",49
2012,10.1109/TVCG.2012.196,An Empirical Model of Slope Ratio Comparisons,An empirical model of slope ratio comparisons,"https://scholar.google.com/scholar?cites=15389235799155785458&as_sdt=5,50&sciodt=0,50&hl=en",46
2012,10.1109/TVCG.2012.226,Facilitating Discourse Analysis with Interactive Visualization,Facilitating discourse analysis with interactive visualization,"https://scholar.google.com/scholar?cites=14802352631836696957&as_sdt=5,50&sciodt=0,50&hl=en",73
2012,10.1109/TVCG.2012.230,Graphical Tests for Power Comparison of Competing Designs,Graphical tests for power comparison of competing designs,"https://scholar.google.com/scholar?cites=15666013876014293541&as_sdt=5,50&sciodt=0,50&hl=en",51
2012,10.1109/TVCG.2012.200,Augmented Topological Descriptors of Pore Networks for Material Science,Augmented topological descriptors of pore networks for material science,"https://scholar.google.com/scholar?cites=4713345218271888693&as_sdt=5,50&sciodt=0,50&hl=en",45
2012,10.1109/TVCG.2012.274,Turbulence Visualization at the Terascale on Desktop PCs,Turbulence visualization at the terascale on desktop PCs,"https://scholar.google.com/scholar?cites=12522357200424027348&as_sdt=5,50&sciodt=0,50&hl=en",37
2013,10.1109/TVCG.2013.231,Visualizing Change over Time Using Dynamic Hierarchies: TreeVersity2 and the StemView,Visualizing change over time using dynamic hierarchies: TreeVersity2 and the StemView,"https://scholar.google.com/scholar?cites=12503318956440415920&as_sdt=5,50&sciodt=0,50&hl=en",61
2013,10.1109/TVCG.2013.181,Open-Box Spectral Clustering: Applications to Medical Image Analysis,Open-box spectral clustering: applications to medical image analysis,"https://scholar.google.com/scholar?cites=10507515356231810317&as_sdt=5,50&sciodt=0,50&hl=en",52
2013,10.1109/TVCG.2013.222,Visual Analytics for Model Selection in Time Series Analysis,Visual analytics for model selection in time series analysis,"https://scholar.google.com/scholar?cites=10853278677581491524&as_sdt=5,50&sciodt=0,50&hl=en",66
2014,10.1109/TVCG.2014.2346265,Attribute Signatures: Dynamic Visual Summaries for Analyzing Multivariate Geographical Data,Attribute signatures: Dynamic visual summaries for analyzing multivariate geographical data,"https://scholar.google.com/scholar?cites=6158197011351264279&as_sdt=5,50&sciodt=0,50&hl=en",58
2014,10.1109/VAST.2014.7042492,Multi-model semantic interaction for text analytics,Multi-model semantic interaction for text analytics,"https://scholar.google.com/scholar?cites=9342044693937164509&as_sdt=5,50&sciodt=0,50&hl=en",82
2014,10.1109/VAST.2014.7042495,Integrating predictive analytics and social media,Integrating predictive analytics and social media,"https://scholar.google.com/scholar?cites=17269622368523220232&as_sdt=5,50&sciodt=0,50&hl=en",67
2015,10.1109/TVCG.2015.2467322,Off the Radar: Comparative Evaluation of Radial Visualization Solutions for Composite Indicators,Off the radar: Comparative evaluation of radial visualization solutions for composite indicators,"https://scholar.google.com/scholar?cites=7264115370097372031&as_sdt=5,50&sciodt=0,50&hl=en",53
2015,10.1109/TVCG.2015.2467325,TimeSpan: Using Visualization to Explore Temporal Multi-dimensional Data of Stroke Patients,Timespan: Using visualization to explore temporal multi-dimensional data of stroke patients,"https://scholar.google.com/scholar?cites=8398327716836169410&as_sdt=5,50&sciodt=0,50&hl=en",77
