Conference,Year,Title,DOI,FirstPage,LastPage,PaperType,OpenAlex Year,OpenAlex Publication Date,OpenAlex ID,OpenAlex Venue Name,OpenAlex First Page,OpenAlex Last Page,Number of Pages,Number of References,Number of Concepts,Number of Citations,Number of Authors,Cross-type Collaboration,Cross-country Collaboration,With US Authors,Both Cross-type and Cross-country Collaboration,IEEE Title,Citation Counts on Google Scholar,Award,Award Name,Award Track
VAST,2016,DimScanner: A Relation-based Visual Exploration Approach Towards Data Dimension Inspection,10.1109/VAST.2016.7883514,81,90,C,2016,2016-10-01,W2602830283,visual analytics science and technology,81.0,90.0,10.0,31,11,21,6.0,False,True,True,False,DimScanner: A relation-based visual exploration approach towards data dimension inspection,30,False,,
InfoVis,2017,Taking Word Clouds Apart: An Empirical Investigation of the Design Space for Keyword Summaries,10.1109/TVCG.2017.2746018,657,666,J,2018,2018-01-01,W2753137392,IEEE Transactions on Visualization and Computer Graphics,657.0,666.0,10.0,23,12,37,3.0,False,False,True,False,Taking Word Clouds Apart: An Empirical Investigation of the Design Space for Keyword Summaries,68,False,,
SciVis,2017,Abstractocyte: A Visual Tool for Exploring Nanoscale Astroglial Cells,10.1109/TVCG.2017.2744278,853,861,J,2018,2018-01-01,W2625554823,IEEE Transactions on Visualization and Computer Graphics,853.0,861.0,9.0,36,9,19,7.0,False,True,True,False,Abstractocyte: A Visual Tool for Exploring Nanoscale Astroglial Cells,36,False,,
VAST,2017,The Interactive Visualization Gap in Initial Exploratory Data Analysis,10.1109/TVCG.2017.2743990,278,287,J,2018,2018-01-01,W2751110224,IEEE Transactions on Visualization and Computer Graphics,278.0,287.0,10.0,52,15,38,2.0,False,False,True,False,The Interactive Visualization Gap in Initial Exploratory Data Analysis,77,False,,
VAST,2017,LDSScanner: Exploratory Analysis of Low-Dimensional Structures in High-Dimensional Datasets,10.1109/TVCG.2017.2744098,236,245,J,2018,2018-01-01,W2753615759,IEEE Transactions on Visualization and Computer Graphics,236.0,245.0,10.0,43,13,34,7.0,False,True,False,False,LDSScanner: Exploratory Analysis of Low-Dimensional Structures in High-Dimensional Datasets,50,False,,
VAST,2017,Visualizing Big Data Outliers Through Distributed Aggregation,10.1109/TVCG.2017.2744685,256,266,J,2018,2018-01-01,W2752257308,IEEE Transactions on Visualization and Computer Graphics,256.0,266.0,11.0,72,12,55,1.0,False,False,True,False,Visualizing Big Data Outliers Through Distributed Aggregation,87,False,,
VAST,2017,VIGOR: Interactive Visual Exploration of Graph Query Results,10.1109/TVCG.2017.2744898,215,225,J,2018,2018-01-01,W2752703512,IEEE Transactions on Visualization and Computer Graphics,215.0,225.0,11.0,49,11,30,8.0,True,False,True,False,VIGOR: Interactive Visual Exploration of Graph Query Results,47,False,,
VAST,2018,TPFlow: Progressive Partition and Multidimensional Pattern Extraction for Large-Scale Spatio-Temporal Data Analysis,10.1109/TVCG.2018.2865018,1,11,J,2019,2019-01-01,W2888090831,IEEE Transactions on Visualization and Computer Graphics,1.0,11.0,11.0,62,7,61,3.0,True,True,False,True,TPFlow: Progressive Partition and Multidimensional Pattern Extraction for Large-Scale Spatio-Temporal Data Analysis,46,True,BP,VAST
Vis,1990,Interactive visualization of quaternion Julia sets,10.1109/VISUAL.1990.146384,209,"218, 475-6",C,1990,1990-10-23,W2118359191,ieee visualization,209.0,218.0,10.0,10,13,12,3.0,False,False,True,False,Interactive visualization of quaternion Julia sets,32,False,,
Vis,1994,Mix&Match: a construction kit for visualization,10.1109/VISUAL.1994.346305,302,"309, C34",C,2002,2002-12-17,W4253536671,Proceedings Visualization '94,,,,0,5,0,2.0,False,False,True,False,Mix&Match: a construction kit for visualization,26,False,,
Vis,1994,Restorer: a visualization technique for handling missing data,10.1109/VISUAL.1994.346317,212,"216, C23",C,1994,1994-10-17,W2134554272,ieee visualization,212.0,216.0,5.0,15,10,15,3.0,False,False,True,False,Restorer: a visualization technique for handling missing data,39,False,,
Vis,1995,Interactive realism for visualization using ray tracing,10.1109/VISUAL.1995.480791,19,"26, 434",C,1995,1995-10-29,W1521533704,ieee visualization,19.0,26.0,8.0,8,15,8,1.0,False,False,True,False,Interactive realism for visualization using ray tracing,22,False,,
Vis,1995,Subverting structure: data-driven diagram generation,10.1109/VISUAL.1995.480815,217,"223, 455",C,1995,1995-10-29,W2095841666,ieee visualization,217.0,223.0,7.0,8,10,13,3.0,False,True,True,False,Subverting structure: data-driven diagram generation,21,False,,
Vis,1995,Qualitative analysis of invariant tori in a dynamical system,10.1109/VISUAL.1995.485148,342,"345, 471",C,1995,1995-10-29,W2149042946,ieee visualization,342.0,345.0,4.0,7,8,13,4.0,False,False,False,False,Qualitative analysis of invariant tori in a dynamical system,14,False,,
InfoVis,1996,Visualizing usability log data,10.1109/INFVIS.1996.559227,93,"98, 130",C,1996,1996-10-28,W2126806883,ieee symposium on information visualization,93.0,98.0,6.0,8,12,12,3.0,False,False,True,False,Visualizing usability log data,25,False,,
InfoVis,1996,Visualizing a tennis match,10.1109/INFVIS.1996.559229,108,"114, 132",C,1996,1996-10-28,W2168931137,ieee symposium on information visualization,108.0,114.0,7.0,9,11,14,2.0,False,False,True,False,Visualizing a tennis match,19,False,,
Vis,1998,Volumetric modeling of acoustic fields in CNMAT's sound spatialization theatre,10.1109/VISUAL.1998.745338,439,442,C,1998,1998-10-18,W1977838545,ieee visualization,439.0,442.0,4.0,17,7,12,3.0,False,False,True,False,Volumetric modeling of acoustic fields in CNMAT's sound spatialization theatre,24,False,,
InfoVis,1999,VisageWeb: visualizing WWW data in Visage,10.1109/INFVIS.1999.801864,100,"107, 150",C,1999,1999-10-24,W1810950831,ieee symposium on information visualization,100.0,107.0,8.0,13,10,9,3.0,False,False,True,False,VisageWeb: visualizing WWW data in Visage,17,False,,
Vis,1999,Visualizing gridded datasets with large number of missing values,10.1109/VISUAL.1999.809916,405,551,C,1999,1999-10-25,W1532402181,ieee visualization,405.0,551.0,147.0,11,7,14,2.0,False,False,True,False,Visualizing gridded datasets with large number of missing values,23,False,,
Vis,2000,Enabling level-of-detail matching for exterior scene synthesis,10.1109/VISUAL.2000.885691,171,178,C,2000,2000-10-01,W2149465539,ieee visualization,171.0,178.0,8.0,19,11,10,3.0,True,False,True,False,Enabling level-of-detail matching for exterior scene synthesis,17,False,,
Vis,2000,Visualizing geodesics,10.1109/VISUAL.2000.885710,311,318,C,2000,2000-10-01,W2294268804,ieee visualization,311.0,318.0,8.0,2,12,14,2.0,False,False,False,False,Visualizing geodesics,30,False,,
Vis,2001,Circular incident edge lists: a data structure for rendering complex unstructured grids,10.1109/VISUAL.2001.964511,191,198,C,2001,2001-10-21,W2162414414,ieee visualization,191.0,198.0,8.0,30,11,14,4.0,False,False,False,False,Circular incident edge lists: a data structure for rendering complex unstructured grids,31,False,,
Vis,2001,Case study: application of feature tracking to analysis of autoignition simulation data,10.1109/VISUAL.2001.964551,461,464,C,2001,2001-10-21,W2102278859,ieee visualization,461.0,464.0,4.0,8,9,12,1.0,False,False,True,False,Case study: application of feature tracking to analysis of autoignition simulation data,19,False,,
Vis,2002,Immersive volume visualization of seismic simulations: A case study of techniques invented and lessons learned,10.1109/VISUAL.2002.1183814,497,500,C,2002,2002-10-27,W2157677944,ieee visualization,497.0,500.0,4.0,17,16,12,3.0,False,False,True,False,Immersive volume visualization of seismic simulations: A case study of techniques invented and lessons learned,19,False,,
Vis,2003,MC*: star functions for marching cubes,10.1109/VISUAL.2003.1250355,59,66,C,2003,2003-10-22,W2152844617,ieee visualization,9.0,,,19,11,12,1.0,False,False,True,False,MC/sup */: star functions for marching cubes,18,False,,
Vis,2003,Visualization of noisy and biased volume data using first and second order derivative techniques,10.1109/VISUAL.2003.1250397,379,385,C,2003,2003-10-22,W2143803155,ieee visualization,50.0,,,12,8,11,5.0,True,True,False,True,Visualization of noisy and biased volume data using first and second order derivative techniques,14,False,,
Vis,2003,Visualization of volume data with quadratic super splines,10.1109/VISUAL.2003.1250399,393,400,C,2003,2003-10-22,W2160163036,ieee visualization,52.0,,,46,14,12,4.0,True,False,False,False,Visualization of volume data with quadratic super splines,23,False,,
Vis,2004,Light weight space leaping using ray coherence,10.1109/VISUAL.2004.63,19,26,C,2004,2004-10-10,W2138233612,ieee visualization,19.0,26.0,8.0,15,11,12,2.0,False,False,True,False,Light weight space leaping using ray coherence,34,False,,
Vis,2005,Framework for visualizing higher-order basis functions,10.1109/VISUAL.2005.1532776,43,50,C,2005,2005-11-21,W2096641506,ieee visualization,43.0,50.0,8.0,24,12,13,7.0,False,False,True,False,Framework for visualizing higher-order basis functions,26,False,,
Vis,2005,Visualization of time-dependent remote adaptive mesh refinement data,10.1109/VISUAL.2005.1532793,175,182,C,2005,2005-11-21,W2113048824,ieee visualization,175.0,182.0,8.0,45,13,10,4.0,True,True,True,True,Visualization of time-dependent remote adaptive mesh refinement data,23,False,,
Vis,2005,Eyelet particle tracing - steady visualization of unsteady flow,10.1109/VISUAL.2005.1532848,607,614,C,2005,2005-11-21,W2108805659,ieee visualization,607.0,614.0,8.0,18,9,14,2.0,False,False,False,False,Eyelet particle tracing - steady visualization of unsteady flow,26,False,,
VAST,2006,Visual Analytics of Paleoceanographic Conditions,10.1109/VAST.2006.261452,19,26,C,2006,2006-12-26,W2034746304,visual analytics science and technology,19.0,26.0,8.0,21,11,16,1.0,False,False,False,False,Visual Analytics of Paleoceanographic Conditions,30,False,,
Vis,2006,Techniques for the Visualization of Topological Defect Behavior in Nematic Liquid Crystals,10.1109/TVCG.2006.182,1323,1328,J,2006,2006-09-01,W2100321998,IEEE Transactions on Visualization and Computer Graphics,1323.0,1328.0,6.0,14,14,13,5.0,False,False,True,False,Techniques for the Visualization of Topological Defect Behavior in Nematic Liquid Crystals,17,False,,
Vis,2007,Tile-based Level of Detail for the Parallel Age ,10.1109/TVCG.2007.70587,1352,1359,J,2007,2007-08-15,W2891971966,IEEE Transactions on Visualization and Computer Graphics,1352.0,1359.0,8.0,20,10,11,2.0,False,False,True,False,Tile-based level of detail for the parallel age,7,False,,
VAST,2008,Configurable Spaces: Temporal analysis in diagrammatic contexts,10.1109/VAST.2008.4677355,43,50,C,2008,2008-11-18,W2080425253,visual analytics science and technology,43.0,50.0,8.0,14,11,11,4.0,False,False,True,False,Configurable Spaces: Temporal analysis in diagrammatic contexts,19,False,,
Vis,2008,Effects of Video Placement and Spatial Context Presentation on Path Reconstruction Tasks with Contextualized Videos,10.1109/TVCG.2008.126,1755,1762,J,2008,2008-11-01,W2154127478,IEEE Transactions on Visualization and Computer Graphics,1755.0,1762.0,8.0,22,13,12,10.0,True,True,True,True,Effects of Video Placement and Spatial Context Presentation on Path Reconstruction Tasks with Contextualized Videos,15,False,,
Vis,2008,Visualization of Cellular and Microvascular Relationships,10.1109/TVCG.2008.179,1611,1618,J,2008,2008-11-01,W2151886579,IEEE Transactions on Visualization and Computer Graphics,1611.0,1618.0,8.0,38,4,13,3.0,False,False,True,False,Visualization of Cellular and Microvascular Relationships,26,False,,
InfoVis,2009,GeneShelf: A Web-based Visual Interface for Large Gene Expression Time-Series Data Repositories,10.1109/TVCG.2009.146,905,912,J,2009,2009-11-01,W2097546690,IEEE Transactions on Visualization and Computer Graphics,905.0,912.0,8.0,27,15,13,5.0,True,True,True,True,GeneShelf: A Web-based Visual Interface for Large Gene Expression Time-Series Data Repositories,14,False,,
InfoVis,2011,Developing and Evaluating Quilts for the Depiction of Large Layered Graphs,10.1109/TVCG.2011.187,2268,2275,J,2011,2011-12-01,W2125986575,IEEE Transactions on Visualization and Computer Graphics,2268.0,2275.0,8.0,17,7,18,2.0,False,False,True,False,Developing and Evaluating Quilts for the Depiction of Large Layered Graphs,24,False,,
VAST,2011,Supporting effective common ground construction in Asynchronous Collaborative Visual Analytics,10.1109/VAST.2011.6102447,101,110,C,2011,2011-12-15,W2091416594,visual analytics science and technology,101.0,110.0,10.0,27,13,15,5.0,False,False,True,False,Supporting effective common ground construction in Asynchronous Collaborative Visual Analytics,33,False,,
Vis,2011,An Interactive Local Flattening Operator to Support Digital Investigations on Artwork Surfaces,10.1109/TVCG.2011.165,1989,1996,J,2011,2011-12-01,W2098156964,IEEE Transactions on Visualization and Computer Graphics,1989.0,1996.0,8.0,29,13,14,4.0,False,False,False,False,An Interactive Local Flattening Operator to Support Digital Investigations on Artwork Surfaces,14,False,,
Vis,2011,Features in Continuous Parallel Coordinates,10.1109/TVCG.2011.200,1912,1921,J,2011,2011-12-01,W2145901259,IEEE Transactions on Visualization and Computer Graphics,1912.0,1921.0,10.0,25,12,13,2.0,False,False,False,False,Features in Continuous Parallel Coordinates,21,False,,
SciVis,2012,Automatic Tuning of Spatially Varying Transfer Functions for Blood Vessel Visualization,10.1109/TVCG.2012.203,2345,2354,J,2012,2012-12-01,W2084834254,IEEE Transactions on Visualization and Computer Graphics,2345.0,2354.0,10.0,29,9,13,5.0,False,False,False,False,Automatic Tuning of Spatially Varying Transfer Functions for Blood Vessel Visualization,28,False,,
SciVis,2012,Human Computation in Visualization: Using Purpose Driven Games for Robust Evaluation of Visualization Algorithms,10.1109/TVCG.2012.234,2104,2113,J,2012,2012-12-01,W2042361756,IEEE Transactions on Visualization and Computer Graphics,2104.0,2113.0,10.0,39,12,13,3.0,False,False,True,False,Human Computation in Visualization: Using Purpose Driven Games for Robust Evaluation of Visualization Algorithms,16,False,,
SciVis,2013,Vessel Visualization using Curved Surface Reformation,10.1109/TVCG.2013.215,2858,2867,J,2013,2013-12-01,W2052321311,IEEE Transactions on Visualization and Computer Graphics,2858.0,2867.0,10.0,40,9,16,8.0,True,True,False,True,Vessel Visualization using Curved Surface Reformation,22,False,,
InfoVis,2014,Axis Calibration for Improving Data Attribute Estimation in Star Coordinates Plots,10.1109/TVCG.2014.2346258,2013,2022,J,2014,2014-12-01,W2080674886,IEEE Transactions on Visualization and Computer Graphics,2013.0,2022.0,10.0,26,16,16,2.0,False,False,False,False,Axis Calibration for Improving Data Attribute Estimation in Star Coordinates Plots,18,False,,
InfoVis,2014,Order of Magnitude Markers: An Empirical Study on Large Magnitude Number Detection,10.1109/TVCG.2014.2346428,2261,2270,J,2014,2014-01-01,W2143349559,IEEE Transactions on Visualization and Computer Graphics,2261.0,2270.0,10.0,23,13,16,3.0,False,False,False,False,Order of Magnitude Markers: An Empirical Study on Large Magnitude Number Detection,20,False,,
SciVis,2014,ViSlang: A System for Interpreted Domain-Specific Languages for Scientific Visualization,10.1109/TVCG.2014.2346318,2388,2396,J,2014,2014-11-06,W2013499551,IEEE Transactions on Visualization and Computer Graphics,2388.0,2396.0,9.0,28,14,20,4.0,False,True,True,False,ViSlang: A System for Interpreted Domain-Specific Languages for Scientific Visualization,25,False,,
VAST,2014,Transforming Scagnostics to Reveal Hidden Features,10.1109/TVCG.2014.2346572,1624,1632,J,2014,2014-11-06,W2002008002,IEEE Transactions on Visualization and Computer Graphics,1624.0,1632.0,9.0,38,9,27,2.0,False,False,True,False,Transforming Scagnostics to Reveal Hidden Features,44,False,,
VAST,2014,ConTour: Data-Driven Exploration of Multi-Relational Datasets for Drug Discovery,10.1109/TVCG.2014.2346752,1883,1892,J,2014,2014-11-06,W2025806111,IEEE Transactions on Visualization and Computer Graphics,1883.0,1892.0,10.0,30,11,16,7.0,True,True,True,True,ConTour: Data-Driven Exploration of Multi-Relational Datasets for Drug Discovery,27,False,,
VAST,2014,Baseball4D: A Tool for Baseball Game Reconstruction & Visualization,10.1109/VAST.2014.7042478,23,32,C,2014,2014-10-01,W2064759589,visual analytics science and technology,23.0,32.0,10.0,20,7,24,4.0,False,False,True,False,Baseball4D: A tool for baseball game reconstruction & visualization,41,False,,
InfoVis,2015,A Psychophysical Investigation of Size as a Physical Variable,10.1109/TVCG.2015.2467951,479,488,J,2016,2016-01-31,W1941357433,IEEE Transactions on Visualization and Computer Graphics,479.0,488.0,10.0,52,8,22,2.0,False,False,False,False,A Psychophysical Investigation of Size as a Physical Variable,37,False,,
SciVis,2015,CPU Ray Tracing Large Particle Data with Balanced P-k-d Trees,10.1109/SciVis.2015.7429492,57,64,C,2015,2015-10-25,W2295965681,2015 IEEE Scientific Visualization Conference (SciVis),57.0,64.0,8.0,23,14,17,6.0,True,False,True,False,CPU ray tracing large particle data with balanced P-k-d trees,36,False,,
SciVis,2015,Intuitive Exploration of Volumetric Data Using Dynamic Galleries,10.1109/TVCG.2015.2467294,896,905,J,2016,2016-01-31,W1935090356,IEEE Transactions on Visualization and Computer Graphics,896.0,905.0,10.0,34,14,15,3.0,False,False,False,False,Intuitive Exploration of Volumetric Data Using Dynamic Galleries,23,False,,
SciVis,2015,Visualization-by-Sketching: An Artist's Interface for Creating Multivariate Time-Varying Data Visualizations,10.1109/TVCG.2015.2467153,877,885,J,2016,2016-01-31,W1898018073,IEEE Transactions on Visualization and Computer Graphics,877.0,885.0,9.0,29,12,21,2.0,False,False,True,False,Visualization-by-Sketching: An Artist's Interface for Creating Multivariate Time-Varying Data Visualizations,36,True,BP,SciVis
VAST,2015,Mixed-initiative visual analytics using task-driven recommendations,10.1109/VAST.2015.7347625,9,16,C,2015,2015-12-07,W2189401668,visual analytics science and technology,9.0,16.0,8.0,33,11,26,7.0,True,False,True,False,Mixed-initiative visual analytics using task-driven recommendations,34,False,,
VAST,2015,iVizTRANS: Interactive visual learning for home and work place detection from massive public transportation data,10.1109/VAST.2015.7347630,49,56,C,2015,2015-10-01,W2181446242,visual analytics science and technology,49.0,56.0,8.0,22,15,21,9.0,False,False,False,False,iVizTRANS: Interactive visual learning for home and work place detection from massive public transportation data,34,False,,
InfoVis,2016,Investigating the Use of a Dynamic Physical Bar Chart for Data Exploration and Presentation,10.1109/TVCG.2016.2598498,451,460,J,2017,2017-01-01,W2507514876,IEEE Transactions on Visualization and Computer Graphics,451.0,460.0,10.0,31,13,30,6.0,False,True,False,False,Investigating the Use of a Dynamic Physical Bar Chart for Data Exploration and Presentation,44,False,,
InfoVis,2016,VizItCards: A Card-Based Toolkit for Infovis Design Education,10.1109/TVCG.2016.2599338,561,570,J,2017,2017-01-01,W2509222528,IEEE Transactions on Visualization and Computer Graphics,561.0,570.0,10.0,56,5,25,2.0,False,False,True,False,VizItCards: A Card-Based Toolkit for Infovis Design Education,49,False,,
SciVis,2016,Visualization of Time-Varying Weather Ensembles across Multiple Resolutions,10.1109/TVCG.2016.2598869,841,850,J,2017,2017-01-01,W2516587692,IEEE Transactions on Visualization and Computer Graphics,841.0,850.0,10.0,44,13,21,4.0,False,False,True,False,Visualization of Time-Varying Weather Ensembles across Multiple Resolutions,33,False,,
VAST,2016,A Grammar-based Approach for Modeling User Interactions and Generating Suggestions During the Data Exploration Process,10.1109/TVCG.2016.2598471,41,50,J,2017,2017-01-01,W2486648592,IEEE Transactions on Visualization and Computer Graphics,41.0,50.0,10.0,37,12,21,2.0,False,False,True,False,A Grammar-based Approach for Modeling User Interactions and Generating Suggestions During the Data Exploration Process,35,False,,
VAST,2016,D-Map: Visual Analysis of Ego-centric Information Diffusion Patterns in Social Media,10.1109/VAST.2016.7883510,41,50,C,2016,2016-10-01,W2602887839,visual analytics science and technology,41.0,50.0,10.0,48,8,32,7.0,False,True,False,False,D-Map: Visual analysis of ego-centric information diffusion patterns in social media,48,False,,
VAST,2016,How ideas flow across multiple social groups,10.1109/VAST.2016.7883511,51,60,C,2016,2016-10-01,W2597405392,visual analytics science and technology,51.0,60.0,10.0,46,10,24,7.0,True,True,True,True,How ideas flow across multiple social groups,34,False,,
VAST,2018,Visual Abstraction of Large Scale Geospatial Origin-Destination Movement Data,10.1109/TVCG.2018.2864503,43,53,J,2019,2019-01-01,W2893883473,IEEE Transactions on Visualization and Computer Graphics,43.0,53.0,11.0,46,13,50,7.0,False,False,False,False,Visual Abstraction of Large Scale Geospatial Origin-Destination Movement Data,79,False,,
VAST,2018,VIS4ML: An Ontology for Visual Analytics Assisted Machine Learning,10.1109/TVCG.2018.2864838,385,395,J,2019,2019-01-01,W2896774728,IEEE Transactions on Visualization and Computer Graphics,385.0,395.0,11.0,66,11,48,4.0,False,True,False,False,VIS4ML: An Ontology for Visual Analytics Assisted Machine Learning,73,False,,
Vis,1990,Dynamic graphics for network visualization,10.1109/VISUAL.1990.146369,93,"96, 467",C,1990,1990-10-23,W2166624493,ieee visualization,93.0,96.0,4.0,3,9,9,4.0,False,False,True,False,Dynamic graphics for network visualization,24,False,,
Vis,1990,A three-dimensional/stereoscopic display and model control system for Great Lakes forecasts,10.1109/VISUAL.1990.146382,194,"201, 473-4",C,1990,1990-10-23,W2100595057,ieee visualization,194.0,201.0,8.0,8,16,4,4.0,True,False,True,False,A three-dimensional/stereoscopic display and model control system for Great Lakes forecasts,7,False,,
Vis,1990,Superposing images with shadow casting,10.1109/VISUAL.1990.146394,298,"306, 484-5",C,1990,1990-10-23,W2015237589,ieee visualization,298.0,306.0,9.0,13,12,2,2.0,False,False,True,False,Superposing images with shadow casting,3,False,,
Vis,1991,Image handling in a multi-vendor environment,10.1109/VISUAL.1991.175814,276,283,C,1991,1991-10-22,W2154632537,ieee visualization,276.0,283.0,8.0,3,15,10,3.0,False,False,True,False,Image handling in a multi-vendor environment,12,False,,
Vis,1992,Visualization of simulated airflow in a clean room,10.1109/VISUAL.1992.235213,156,163,C,1992,1992-10-19,W2138969213,ieee visualization,156.0,163.0,8.0,6,7,9,1.0,False,False,False,False,Visualization of simulated airflow in a clean room,12,False,,
Vis,1997,Wavelet-based multiresolutional representation of computational field simulation datasets,10.1109/VISUAL.1997.663872,151,158,C,1997,1997-10-01,W2076506581,ieee visualization,151.0,158.0,8.0,37,11,11,4.0,False,False,True,False,Wavelet-based multiresolutional representation of computational field simulation datasets,28,False,,
Vis,1997,Dynamic color mapping of bivariate qualitative data,10.1109/VISUAL.1997.663874,159,166,C,1997,1997-10-01,W2094565799,ieee visualization,159.0,166.0,8.0,28,9,9,1.0,False,False,True,False,Dynamic color mapping of bivariate qualitative data,18,False,,
Vis,1997,Towards efficient visualization support for single-block and multi-block datasets,10.1109/VISUAL.1997.663913,425,428,C,1997,1997-10-01,W2145370300,ieee visualization,425.0,428.0,4.0,0,9,11,1.0,False,False,False,False,Towards efficient visualization support for single-block and multi-block datasets,24,False,,
Vis,1998,Visualizing Hilbert curves,10.1109/VISUAL.1998.745340,447,450,C,1998,1998-10-18,W2151269096,ieee visualization,447.0,450.0,4.0,4,3,11,1.0,False,False,True,False,Visualizing Hilbert curves,17,False,,
Vis,1998,Visualization for multiparameter aircraft designs,10.1109/VISUAL.1998.745351,491,494,C,1998,1998-01-01,W3147941106,ieee visualization,491.0,494.0,4.0,6,3,13,3.0,False,False,True,False,Visualization for multiparameter aircraft designs,14,False,,
Vis,1999,Multi-resolution multi-field ray tracing: a mathematical overview,10.1109/VISUAL.1999.809888,199,206,C,1999,1999-10-24,W1990881960,ieee visualization,199.0,206.0,8.0,18,15,3,1.0,False,False,True,False,Multi-resolution multi-field ray tracing: a mathematical overview,13,False,,
Vis,1999,Detecting vortical phenomena in vector data by medium-scale correlation,10.1109/VISUAL.1999.809917,409,552,C,1999,1999-10-24,W2095429542,ieee visualization,409.0,412.0,4.0,8,12,10,3.0,False,False,False,False,Detecting vortical phenomena in vector data by medium-scale correlation,21,False,,
InfoVis,2000,Getting portals to behave,10.1109/INFVIS.2000.885087,15,25,C,2000,2000-10-09,W2140837893,ieee symposium on information visualization,15.0,25.0,11.0,13,10,10,2.0,True,True,True,True,Getting portals to behave,11,False,,
Vis,2000,Visualization of time dependent confocal microscopy data,10.1109/VISUAL.2000.885735,473,476,C,2000,2000-10-01,W2030092646,ieee visualization,473.0,476.0,4.0,12,11,12,6.0,False,False,False,False,Visualization of time dependent confocal microscopy data,15,False,,
Vis,2001,Attribute preserving dataset simplification,10.1109/VISUAL.2001.964501,113,120,C,2001,2001-10-21,W2538009972,ieee visualization,113.0,120.0,8.0,14,12,10,2.0,False,False,True,False,Attribute preserving dataset simplification,21,False,,
Vis,2002,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,10.1109/VISUAL.2002.1183812,489,492,C,2002,2002-10-27,W2151926933,ieee visualization,489.0,492.0,4.0,12,11,10,15.0,True,True,False,True,Christmas tree case study: computed tomography as a tool for mastering complex real world objects with applications in computer graphics,27,False,,
InfoVis,2003,Constant density displays using diversity sampling,10.1109/INFVIS.2003.1249019,137,144,C,2003,2003-10-19,W2126952686,ieee symposium on information visualization,137.0,144.0,8.0,17,9,15,4.0,False,False,True,False,Constant density displays using diversity sampling,26,False,,
InfoVis,2003,Visualization of large-scale customer satisfaction surveys using a parallel coordinate tree,10.1109/INFVIS.2003.1249026,197,201,C,2003,2003-10-19,W2100120619,ieee symposium on information visualization,197.0,201.0,5.0,13,18,16,2.0,False,False,True,False,Visualization of large-scale customer satisfaction surveys using a parallel coordinate tree,26,False,,
Vis,2003,A frequency-sensitive point hierarchy for images and volumes,10.1109/VISUAL.2003.1250403,425,432,C,2003,2003-10-22,W2151328143,ieee visualization,56.0,,,36,10,11,2.0,False,False,True,False,A frequency-sensitive point hierarchy for images and volumes,25,False,,
Vis,2003,Producing high-quality visualizations of large-scale simulation,10.1109/VISUAL.2003.1250422,575,580,C,2003,2003-10-22,W2103104537,ieee visualization,76.0,,,12,15,11,5.0,False,False,True,False,Producing high-quality visualizations of large-scale simulation,11,False,,
Vis,2004,Visualizing gyrokinetic simulations,10.1109/VISUAL.2004.122,59,66,C,2004,2004-10-10,W2106095074,ieee visualization,59.0,66.0,8.0,15,11,11,5.0,True,False,True,False,Visualizing gyrokinetic simulations,15,False,,
Vis,2004,A graphics hardware-based vortex detection and visualization system,10.1109/VISUAL.2004.3,195,202,C,2004,2004-10-10,W2052507190,ieee visualization,195.0,202.0,8.0,28,19,10,2.0,False,False,False,False,A graphics hardware-based vortex detection and visualization system,18,False,,
InfoVis,2005,Multivariate glyphs for multi-object clusters,10.1109/INFVIS.2005.1532140,141,148,C,2005,2005-10-23,W2126751313,ieee symposium on information visualization,19.0,19.0,1.0,16,10,15,2.0,False,False,True,False,Multivariate glyphs for multi-object clusters,24,False,,
Vis,2005,Visualizing tensor fields in geomechanics,10.1109/VISUAL.2005.1532774,35,42,C,2005,2005-11-21,W2137301032,ieee visualization,35.0,42.0,8.0,20,9,11,3.0,False,False,True,False,Visualizing tensor fields in geomechanics,22,False,,
Vis,2005,Differential protein expression analysis via liquid-chromatography/mass-spectrometry data visualization,10.1109/VISUAL.2005.1532828,447,454,C,2005,2005-11-21,W2138293015,ieee visualization,447.0,454.0,8.0,25,12,11,5.0,True,False,False,False,Differential protein expression analysis via liquid-chromatography/mass-spectrometry data visualization,17,False,,
VAST,2006,Interactive Wormhole Detection in Large Scale Wireless Networks,10.1109/VAST.2006.261435,99,106,C,2006,2006-12-26,W2161538188,visual analytics science and technology,99.0,106.0,8.0,42,13,11,2.0,False,False,True,False,Interactive Wormhole Detection in Large Scale Wireless Networks,18,False,,
Vis,2006,Caricaturistic Visualization,10.1109/TVCG.2006.123,1085,1092,J,2006,2006-09-01,W2295799513,IEEE Transactions on Visualization and Computer Graphics,1085.0,1092.0,8.0,23,11,11,3.0,False,False,False,False,Caricaturistic Visualization,17,False,,
Vis,2006,Isosurface Extraction and Spatial filtering using Persistent Octree (POT),10.1109/TVCG.2006.157,1283,1290,J,2006,2006-09-01,W2107290000,IEEE Transactions on Visualization and Computer Graphics,1283.0,1290.0,8.0,34,11,13,2.0,False,False,True,False,Isosurface Extraction and Spatial Filtering using Persistent Octree (POT),28,False,,
VAST,2008,Visual mining of multimedia data for social and behavioral studies,10.1109/VAST.2008.4677369,155,162,C,2008,2008-11-18,W2083455719,visual analytics science and technology,155.0,162.0,8.0,12,11,7,5.0,False,False,True,False,Visual mining of multimedia data for social and behavioral studies,9,False,,
